,Dynamic_model_log_likelihood,Constant_model_log_likelihood,log_likelihood_ratio,Dynamic_time,Constant_time
gene_23,-70.80567269986479,-82.79567882923452,11.990006129369732,0:00:00.964735,0:00:00.964735
gene_24,-59.87302560780207,-58.30609747461689,0.0,0:00:01.128206,0:00:01.128206
gene_25,-35.815766806524074,-37.420140834756424,1.6043740282323498,0:00:00.891249,0:00:00.891249
gene_26,-64.17056552761389,-62.29228077227357,0.0,0:00:01.124023,0:00:01.124023
gene_27,-44.325007123215514,-52.58132451263307,8.256317389417553,0:00:00.916043,0:00:00.916043
gene_28,-68.48826011378041,-65.50528597387657,0.0,0:00:02.764942,0:00:02.764942
gene_29,-57.30465182826851,-66.92129334551971,9.616641517251203,0:00:00.938812,0:00:00.938812
gene_30,-68.27063406089981,-67.41734217821546,0.0,0:00:01.095885,0:00:01.095885
gene_31,-34.76625732399919,-35.50139204871775,0.7351347247185558,0:00:00.903786,0:00:00.903786
gene_32,-50.333578599730295,-48.06031765581663,0.0,0:00:04.693067,0:00:04.693067
gene_33,-42.34808631834972,-45.41835455038186,3.0702682320321415,0:00:00.880119,0:00:00.880119
gene_34,-51.910824257565494,-49.969719642032395,0.0,0:00:02.524257,0:00:02.524257
gene_35,-51.86229252093761,-56.013698236563656,4.151405715626048,0:00:00.894475,0:00:00.894475
gene_36,-61.55680901979875,-59.38788400292689,0.0,0:00:01.021766,0:00:01.021766
gene_37,-30.881965027203876,-33.60866944487793,2.726704417674057,0:00:00.896653,0:00:00.896653
gene_38,-54.28505518244583,-52.14977746012441,0.0,0:00:02.475819,0:00:02.475819
gene_39,-37.56363017646669,-44.89491004070834,7.331279864241651,0:00:00.906340,0:00:00.906340
gene_40,-53.90946566986905,-52.507193771316786,0.0,0:00:01.031545,0:00:01.031545
gene_41,-56.435494839421985,-71.96015297183132,15.524658132409336,0:00:00.954388,0:00:00.954388
gene_42,-63.264416614927626,-61.203225553042344,0.0,0:00:00.977376,0:00:00.977376
gene_43,-38.79763317019607,-39.33578214350715,0.5381489733110811,0:00:00.894410,0:00:00.894410
gene_44,-58.19251807198896,-56.361269278356296,0.0,0:00:00.980075,0:00:00.980075
gene_45,-36.73518040292916,-37.81061089433153,1.075430491402372,0:00:00.897762,0:00:00.897762
gene_46,-55.55061525476603,-53.49621304547744,0.0,0:00:02.320749,0:00:02.320749
gene_47,-58.05167446441126,-63.24963327232509,5.197958807913828,0:00:00.912303,0:00:00.912303
gene_48,-58.6197147382867,-56.8260792753539,0.0,0:00:00.969814,0:00:00.969814
gene_49,-50.28300056059511,-52.76166109931864,2.478660538723524,0:00:00.907067,0:00:00.907067
gene_50,-69.87814022772709,-66.85528382598825,0.0,0:00:01.012558,0:00:01.012558
gene_51,-53.50452763209702,-57.47450817149838,3.969980539401355,0:00:00.903366,0:00:00.903366
gene_52,-62.116947400413295,-60.00588707292721,0.0,0:00:00.964918,0:00:00.964918
gene_53,-75.52350368162905,-75.73628309519243,0.21277941356338204,0:00:00.928888,0:00:00.928888
gene_54,-62.6543510258468,-60.736659695893024,0.0,0:00:01.099639,0:00:01.099639
gene_55,-49.9341868167737,-49.93418060863322,0.0,0:00:02.045242,0:00:02.045242
gene_56,-59.86004962133518,-57.920215369753016,0.0,0:00:00.983907,0:00:00.983907
gene_57,-56.63394082254492,-57.620413099239784,0.9864722766948617,0:00:00.934786,0:00:00.934786
gene_58,-59.903095997004954,-57.733551645749145,0.0,0:00:02.635682,0:00:02.635682
gene_59,-70.46600757305191,-73.537771668689,3.071764095637093,0:00:01.035255,0:00:01.035255
gene_60,-62.85180051176477,-59.89339452641198,0.0,0:00:03.571322,0:00:03.571322
gene_61,-58.28143017875765,-62.07678443810767,3.7953542593500202,0:00:00.935675,0:00:00.935675
gene_62,-77.71984241626663,-74.04742514141775,0.0,0:00:00.997816,0:00:00.997816
gene_63,-53.930275668816904,-58.947881095347455,5.017605426530551,0:00:00.913367,0:00:00.913367
gene_64,-68.93420441093862,-65.57875439252165,0.0,0:00:02.668976,0:00:02.668976
gene_65,-69.51142167519725,-73.08753896592657,3.5761172907293144,0:00:00.919351,0:00:00.919351
gene_66,-67.80074714798552,-64.81303570760011,0.0,0:00:00.991286,0:00:00.991286
gene_67,-56.900595135709885,-59.614362818015415,2.71376768230553,0:00:02.906697,0:00:02.906697
gene_68,-74.2829121029889,-71.37108176717827,0.0,0:00:01.181797,0:00:01.181797
gene_69,-51.865487156997304,-54.62884985044164,2.7633626934443356,0:00:00.923402,0:00:00.923402
gene_70,-64.79801461125189,-62.43746035901329,0.0,0:00:03.092302,0:00:03.092302
gene_71,-65.89818411351757,-65.30587758550513,0.0,0:00:00.985458,0:00:00.985458
gene_72,-61.60780481776867,-59.555503874927304,0.0,0:00:02.688853,0:00:02.688853
gene_73,-44.516770909407384,-52.075618547997514,7.55884763859013,0:00:00.929294,0:00:00.929294
gene_74,-73.46117401293517,-69.46734572475768,0.0,0:00:00.978195,0:00:00.978195
gene_75,-44.80623982320687,-56.704959304098054,11.898719480891181,0:00:00.945746,0:00:00.945746
gene_76,-64.94332909645212,-64.17000082308284,0.0,0:00:01.184576,0:00:01.184576
gene_77,-46.79272617345224,-59.63909477156679,12.846368598114552,0:00:01.027344,0:00:01.027344
gene_78,-61.67376201043342,-59.089743657372715,0.0,0:00:02.461792,0:00:02.461792
gene_79,-51.17198860108689,-55.54380758712659,4.371818986039699,0:00:02.940448,0:00:02.940448
gene_80,-69.77328070024492,-68.41263295337463,0.0,0:00:01.638543,0:00:01.638543
gene_81,-52.342655544571876,-55.44405804129666,3.1014024967247806,0:00:00.925177,0:00:00.925177
gene_82,-65.9337568864893,-63.735337503823885,0.0,0:00:03.003060,0:00:03.003060
gene_83,-64.9705426465375,-70.54305733768867,5.57251469115117,0:00:00.940223,0:00:00.940223
gene_84,-69.96491612964377,-66.86422684259834,0.0,0:00:02.542482,0:00:02.542482
gene_85,-37.809080182331115,-37.6244773322593,0.0,0:00:00.889182,0:00:00.889182
gene_86,-51.054415969237276,-49.69941173050263,0.0,0:00:01.012505,0:00:01.012505
gene_87,-38.977251108880914,-39.23646657423192,0.25921546535100504,0:00:01.214500,0:00:01.214500
gene_88,-54.18159581523589,-51.201305341669865,0.0,0:00:04.656600,0:00:04.656600
gene_89,-62.78335265511076,-65.06221023524945,2.278857580138691,0:00:00.980531,0:00:00.980531
gene_90,-54.61934425952773,-51.86390601252954,0.0,0:00:04.776755,0:00:04.776755
gene_91,-41.34269667254633,-48.38470650373834,7.042009831192011,0:00:00.909449,0:00:00.909449
gene_92,-76.52148159762999,-75.1574218918087,0.0,0:00:00.992599,0:00:00.992599
gene_93,-41.03663851811342,-52.082800125192534,11.046161607079114,0:00:00.895479,0:00:00.895479
gene_94,-74.76877042342255,-72.95815592173905,0.0,0:00:01.122080,0:00:01.122080
gene_95,-41.02866134328859,-54.202194089637686,13.173532746349096,0:00:00.910403,0:00:00.910403
gene_96,-70.06707208958963,-67.25110917031402,0.0,0:00:03.309708,0:00:03.309708
gene_97,-34.83427492526058,-37.27960438710922,2.4453294618486368,0:00:00.909480,0:00:00.909480
gene_98,-59.08605547380786,-56.87762904794698,0.0,0:00:02.532982,0:00:02.532982
gene_99,-45.11707912580956,-57.46099084827686,12.343911722467297,0:00:00.908035,0:00:00.908035
gene_100,-65.49279823993231,-62.67219838739763,0.0,0:00:00.962580,0:00:00.962580
gene_101,-50.74820808413516,-63.046201291793274,12.297993207658116,0:00:01.006272,0:00:01.006272
gene_102,-64.38511041205112,-62.11824447068593,0.0,0:00:01.023238,0:00:01.023238
gene_103,-41.13377761329004,-44.03337117818519,2.8995935648951487,0:00:00.912690,0:00:00.912690
gene_104,-66.30850796777375,-63.17807948256829,0.0,0:00:02.535570,0:00:02.535570
gene_105,-41.23549448565624,-47.034899829927795,5.799405344271555,0:00:00.885533,0:00:00.885533
gene_106,-60.054980092556235,-58.24216196419088,0.0,0:00:00.969589,0:00:00.969589
gene_107,-39.00287531649107,-83.41122150838207,44.408346191891,0:00:05.904194,0:00:05.904194
gene_108,-59.13402739336734,-57.2379528947257,0.0,0:00:00.954014,0:00:00.954014
gene_109,-36.48360234206771,-42.858595927095024,6.374993585027312,0:00:05.636272,0:00:05.636272
gene_110,-64.52180032332532,-62.25308089946262,0.0,0:00:02.756091,0:00:02.756091
gene_111,-42.55292402951078,-46.00711455785068,3.4541905283399004,0:00:02.813917,0:00:02.813917
gene_112,-69.27596213392988,-66.39242573732362,0.0,0:00:01.017825,0:00:01.017825
gene_113,-59.180433956201355,-79.992659593411,20.81222563720965,0:00:01.016788,0:00:01.016788
gene_114,-71.5386659026355,-68.44892264697614,0.0,0:00:01.010098,0:00:01.010098
gene_115,-21.421333819745687,-24.04318193304035,2.6218481132946643,0:00:05.718002,0:00:05.718002
gene_116,-55.18565648035645,-53.57954002179256,0.0,0:00:01.031714,0:00:01.031714
gene_117,-39.72894463997723,-44.58102599231134,4.85208135233411,0:00:00.874214,0:00:00.874214
gene_118,-55.643194423536166,-54.14282851903904,0.0,0:00:00.971730,0:00:00.971730
gene_119,-68.10523314063381,-74.99524952144041,6.8900163808066,0:00:00.933054,0:00:00.933054
gene_120,-62.28958414057603,-59.492151644693564,0.0,0:00:00.935915,0:00:00.935915
gene_121,-45.281484825208196,-46.35304393400961,1.0715591088014165,0:00:00.909116,0:00:00.909116
gene_122,-57.66911273502258,-55.4772218669393,0.0,0:00:02.404451,0:00:02.404451
gene_123,-41.188228419168674,-42.00711091674642,0.8188824975777464,0:00:00.865208,0:00:00.865208
gene_124,-53.44884380910682,-51.2737263964507,0.0,0:00:02.449549,0:00:02.449549
gene_125,-76.97650077123834,-81.67013018020253,4.693629408964199,0:00:00.966443,0:00:00.966443
gene_126,-64.61309043045196,-62.15506958482742,0.0,0:00:01.009915,0:00:01.009915
gene_127,-50.773249760543194,-54.31861276168442,3.545363001141226,0:00:00.926153,0:00:00.926153
gene_128,-67.7729424277458,-65.59959825285276,0.0,0:00:02.623882,0:00:02.623882
gene_129,-55.6063120061157,-59.005374224557514,3.399062218441813,0:00:00.947889,0:00:00.947889
gene_130,-65.94328844334326,-62.96252313297313,0.0,0:00:01.063163,0:00:01.063163
gene_131,-64.47029634813124,-66.94821026700505,2.47791391887381,0:00:00.948192,0:00:00.948192
