gene,sv_genes_spatialde,LLR_gpcounts,LLR_spatialde,sv_genes_gpcounts,gene_sh,llr_gpcounts_shuffled,LLR_shuffled,sv_genes_gpcounts_shuffled,sv_genes_spatialde_shuffled,sv_genes_spark
Yeats2,,1.38E-06,0.000964009,,Rin1,0.989321457,1.623450146,,,
3110039M20Rik,,1.35E-06,0.021022311,,Rin2,0.550144998,1.419237018,,,
2610316D01Rik,,1.34E-06,0.00096401,,Rin3,0,0.00096401,,,
2310057M21Rik,,1.33E-06,0.000964006,,Ring1,4.53E-07,0.000964009,,,
Obsl1,,1.33E-06,0.000964007,,Rinl,5.52E-06,0.00096401,,,
Atl1,,1.32E-06,0.00096401,,Rint1,0,0.00096401,,,
Diap2,,1.32E-06,0.014939248,,Riok1,0.155036724,0.338585887,,,
Pcdhb20,,1.32E-06,0.00096401,,Riok2,0,0.000964009,,,
Plekhm3,,1.32E-06,0.000964474,,Riok3,0.629956005,1.351559848,,,
Srbd1,,1.32E-06,0.00096401,,Ripk1,1.548100566,1.952454053,,,
BC004004,,1.31E-06,0.000964006,,Ripk2,0,0.028809696,,,
Tpd52l1,,1.30E-06,0.000964007,,Ripk3,0,0.000964011,,,
Zfp692,,1.30E-06,0.341548019,,Ripk4,0,0.00096401,,,
1810020O05Rik,,1.28E-06,0.00096401,,Ripply2,9.54E-08,0.089055691,,,
4831440E17Rik,,1.28E-06,0.00096401,,Ripply3,2.29E-06,0.00096401,,,
Olfr112,,1.27E-06,0.00096401,,Rit1,0.650179214,0.000964009,,,
Slc35f3,,1.27E-06,0.000964007,,Rit2,0.92991176,0.688449946,,,
Zfp160,,1.27E-06,0.00096401,,Rlbp1,2.339389093,0.000964009,,,
5031434O11Rik,,1.26E-06,0.000964008,,Rlf,0,0.000964011,,,
Leprel1,,1.25E-06,0.00096401,,Rlim,0.025098097,0.29055759,,,
Zfp740,,1.25E-06,0.000964006,,Rltpr,0.001160446,0.000964011,,,
Lrrc9,,1.24E-06,0.000964009,,Rmdn1,0.037706329,0.000964009,,,
Zfp825,,1.24E-06,0.000964011,,Rmdn2,0.65958611,1.247404815,,,
Nipsnap1,,1.23E-06,0.000964008,,Rmdn3,2.38E-05,0.000964006,,,
Gm16523,,1.21E-06,0.000964009,,Rmi1,0,0.016373027,,,
Gm5124,,1.21E-06,0.00096401,,Rmnd5a,2.12E-06,0.000964011,,,
Pstpip2,,1.20E-06,2.87132202,,Rmnd5b,0,0.036163353,,,
AB124611,,1.19E-06,0.000964011,,Rmst,0,0.000964009,,,
Acsm3,,1.19E-06,0.00096401,,Rn4.5s,0,0.000964011,,,
Snai2,,1.18E-06,0.00096401,,Rn45s,0,0.00096401,,,
Ube2j2,,1.18E-06,0.072247115,,Rnase4,0.000182818,0.170021701,,,
4732471J01Rik,,1.16E-06,0.00096401,,Rnaseh1,0,0.000964007,,,
Cntn5,,1.16E-06,0.00096401,,Rnaseh2a,0.42014531,1.178561496,,,
Rac2,,1.16E-06,0.317499925,,Rnaseh2b,0.000792677,0.042337245,,,
Ireb2,,1.15E-06,0.000964009,,Rnaseh2c,0.280964484,0.158660736,,,
Mcm2,,1.15E-06,0.373415995,,Rnasek,0.071968297,0.341224203,,,
Asgr2,,1.13E-06,0.000964011,,Rnasel,0.012386309,0.010861664,,,
Fastk,,1.13E-06,0.00096401,,Rnaset2b,1.068997323,0.863852183,,,
Gm2516,,1.13E-06,0.00096401,,Rnd1,0,0.000964011,,,
Lrrc20,,1.13E-06,0.000964011,,Rnd2,1.86E-07,0.000964009,,,
Slc38a6,,1.11E-06,0.100724573,,Rnd3,0.480552724,0.00096401,,,
Ap1m2,,1.10E-06,0.00096401,,Rnf10,0.10796549,0.000964007,,,
Myh7b,,1.09E-06,0.000964009,,Rnf103,0,0.049767906,,,
Trim30d,,1.09E-06,0.000964008,,Rnf11,0.233556218,0.082651524,,,
Mnda,,1.08E-06,0.000964011,,Rnf111,0.168080711,0.48876018,,,
Pcdh12,,1.08E-06,0.000964011,,Rnf112,1.55458018,1.390938133,,,
Abcc6,,1.07E-06,0.00096401,,Rnf113a1,0.057274318,0.085244091,,,
Ankrd16,,1.06E-06,0.000964008,,Rnf113a2,0.29390544,0.004986275,,,
Ephb6,,1.06E-06,1.111604233,,Rnf114,0.168225497,0.48100387,,,
Csmd3,,1.05E-06,0.000964008,,Rnf115,0.647712689,0.433338499,,,
Klhdc7a,,1.04E-06,0.00096401,,Rnf121,0,0.000968226,,,
Ncrna00086,,1.04E-06,0.000964006,,Rnf122,0,0.058302513,,,
Nmbr,,1.04E-06,0.00096401,,Rnf123,0,0.487505568,,,
Sun1,,1.04E-06,0.000964009,,Rnf126,0,0.00096401,,,
Ghdc,,1.03E-06,0.000964011,,Rnf128,0.233269189,0.767221426,,,
Reps1,,1.03E-06,0.026035075,,Rnf13,0,0.00096401,,,
Ube2e1,,1.03E-06,0.000964009,,Rnf130,0.36277708,0.330366964,,,
AW011738,,1.02E-06,0.00096401,,Rnf138,0.276988445,0.2460572,,,
Hsf5,,1.02E-06,0.057855618,,Rnf139,0.179105893,1.760979042,,,
Rfc3,,1.02E-06,0.000964008,,Rnf14,0,0.000964004,,,
Tfb2m,,1.02E-06,0.032368696,,Rnf141,0,0.00096401,,,
Tmem198b,,1.02E-06,0.00096401,,Rnf144a,0.024731458,0.197180294,,,
3110040N11Rik,,1.01E-06,0.021881123,,Rnf144b,2.53E-07,0.03512078,,,
Uxt,,1.01E-06,0.000964014,,Rnf145,0.264883564,0.098766222,,,
Cdc45,,1.00E-06,0.00096401,,Rnf146,0.324251389,0.071363981,,,
Cdh7,,9.97E-07,0.00096401,,Rnf149,0,0.00096401,,,
Mphosph6,,9.95E-07,0.00096401,,Rnf150,0,0.000964011,,,
Mkln1,,9.88E-07,0.000964008,,Rnf152,0.087583884,0.000964008,,,
Tmem116,,9.80E-07,0.00096401,,Rnf157,0.11789136,0.091294467,,,
Sycp2,,9.71E-07,0.000964009,,Rnf165,0.083162827,0.000964008,,,
Fxr1,,9.69E-07,0.000964009,,Rnf166,0.615513086,1.563133949,,,
Hmgxb4,,9.68E-07,0.129599466,,Rnf167,3.30E-05,0.000964006,,,
Ch25h,,9.65E-07,0.00096401,,Rnf168,6.83E-07,0.00096401,,,
Gpr108,,9.61E-07,0.00096401,,Rnf169,0.166304933,0.233385164,,,
Slc14a2,,9.57E-07,0.000964011,,Rnf17,0,0.00096401,,,
Lect1,,9.53E-07,0.019880688,,Rnf170,0,0.00096401,,,
Zfp607,,9.38E-07,0.000964011,,Rnf181,0.159400095,0.354862062,,,
Neu2,,9.37E-07,0.870466025,,Rnf182,0,0.00096401,,,
Ccdc62,,9.27E-07,0.000964011,,Rnf185,2.57E-07,0.00096401,,,
Acot10,,9.26E-07,0.141341644,,Rnf187,4.790121034,0.000964011,,,
Il17b,,9.23E-07,0.00096401,,Rnf19a,3.43E-05,0.0011579,,,
Adam21,,9.15E-07,0.000964011,,Rnf19b,0.117379302,0.872813999,,,
A230001M10Rik,,9.13E-07,0.00096401,,Rnf2,0,0.000964009,,,
Fance,,9.13E-07,0.00096403,,Rnf20,0.431845108,0.1431977,,,
Ppil1,,9.10E-07,0.00096401,,Rnf208,3.49E-05,0.000964305,,,
Gm14137,,9.08E-07,0.000964009,,Rnf214,0.001910358,0.090514396,,,
Ncf1,,9.05E-07,0.000964011,,Rnf215,0.243991701,0.629286653,,,
9430091E24Rik,,9.03E-07,0.00096401,,Rnf216,1.585315004,0.554106892,,,
6530402F18Rik,,8.99E-07,0.000964009,,Rnf217,0,0.052672858,,,
Zmynd15,,8.85E-07,0.00096401,,Rnf219,0.002713271,0.466628053,,,
Oit3,,8.82E-07,0.000964011,,Rnf220,0.358635921,0.000964011,,,
Chrna5,,8.81E-07,0.00096401,,Rnf223,0,0.00096401,,,
Tmtc4,,8.77E-07,0.000964009,,Rnf24,8.83E-07,0.000964008,,,
2010315B03Rik,,8.69E-07,0.000964007,,Rnf25,0,0.000964006,,,
Ccdc111,,8.69E-07,0.000964009,,Rnf26,0.00558287,0.000964011,,,
Cnot3,,8.63E-07,0.000964009,,Rnf31,7.63E-08,0.000964008,,,
1700123O20Rik,,8.57E-07,0.000964011,,Rnf32,0.000996016,0.406547747,,,
Stc2,,8.57E-07,0.00096401,,Rnf34,0.418459903,0.032665627,,,
Atxn7l1,,8.56E-07,0.00096401,,Rnf38,0.006955373,0.168894403,,,
Ctdspl2,,8.50E-07,0.00096401,,Rnf4,0.283329609,0.000967156,,,
Grm4,,8.45E-07,0.000964077,,Rnf40,0,0.000964009,,,
A330076C08Rik,,8.39E-07,0.00096401,,Rnf41,0,0.083156657,,,
Abhd10,,8.36E-07,0.000964405,,Rnf43,0,0.05283329,,,
Serac1,,8.35E-07,0.000964009,,Rnf44,0,0.392088762,,,
Lactb,,8.26E-07,0.000964009,,Rnf5,5.24E-06,0.000970179,,,
Npas2,,8.22E-07,0.000964011,,Rnf6,0.13393246,0.32867035,,,
Fam111a,,8.16E-07,0.000964009,,Rnf7,0.934012822,1.065086731,,,
Epor,,8.09E-07,0.000964009,,Rnf8,0.063241537,0.00096401,,,
Nek8,,8.08E-07,0.34849715,,Rnft1,0.000280801,0.000964005,,,
5430435G22Rik,,8.00E-07,0.00096401,,Rnft2,0.180992302,0.59146781,,,
Cdh10,,7.99E-07,0.000964009,,Rngtt,0.02932043,0.000964008,,,
Lpo,,7.90E-07,0.000964011,,Rnh1,0.215528909,0.710345397,,,
Slc41a2,,7.80E-07,0.891055149,,Rnls,0,0.000964011,,,
Zglp1,,7.74E-07,0.000964009,,Rnmt,0.023893655,0.019819169,,,
Tti2,,7.73E-07,0.000964007,,Rnmtl1,0.058544839,0.069220678,,,
5730522E02Rik,,7.67E-07,0.00096401,,Rnpc3,0,0.000964011,,,
Ikbkb,,7.65E-07,0.000964007,,Rnpep,9.86E-07,0.000964009,,,
Cntn2,,7.55E-07,0.005502767,,Rnpepl1,0.062826002,0.09104857,,,
Sulf1,,7.53E-07,0.000964011,,Rnps1,0,0.000964009,,,
Pcdhga3,,7.52E-07,0.00096401,,Rnu11,0,0.000964011,,,
C030006K11Rik,,7.49E-07,0.000964011,,Rnu12,0.226047698,4.801882128,,,
5033411D12Rik,,7.47E-07,0.000964009,,Robo1,0.151756117,0.105913048,,,
Mir466i,,7.47E-07,0.00096401,,Robo2,0.302981278,0.041663177,,,
Pdgfa,,7.47E-07,0.00096401,,Robo3,0.006444712,0.069056682,,,
Cyp2t4,,7.46E-07,0.00096401,,Robo4,0,0.000964008,,,
Dtwd1,,7.43E-07,0.000964007,,Rock1,0.843325158,0.000964006,,,
Csf3r,,7.42E-07,0.000964011,,Rock2,0.11877939,0.120613674,,,
Spdl1,,7.38E-07,0.000964011,,Rogdi,1.381197533,1.078418564,,,
4930578M01Rik,,7.37E-07,0.00096401,,Rom1,1.25E-06,0.000964007,,,
D030025E07Rik,,7.36E-07,0.000964009,,Romo1,1.74E-05,0.000964011,,,
Tmem220,,7.36E-07,0.000964011,,Ropn1l,0.047026745,0.039650525,,,
Mocs1,,7.35E-07,0.000964009,,Ror2,0.016747988,0.011507895,,,
Clec2d,,7.34E-07,0.000964009,,Rora,0.006652882,0.00096836,,,
Tmem214,,7.34E-07,0.000964008,,Rorb,0.140991383,0.000964011,,,
Zfp783,,7.34E-07,0.000964009,,Rorc,0,1.086154178,,,
Ccdc37,,7.30E-07,0.000964011,,Rp2h,0.205612558,0.015934968,,,
Ttc16,,7.29E-07,0.000964009,,Rp9,0.016073109,0.24805594,,,
Lysmd3,,7.27E-07,0.187993108,,Rpa1,0.168563631,0.00096401,,,
Gm2061,,7.22E-07,0.000964009,,Rpa2,0,0.000964011,,,
Lss,,7.22E-07,0.000964011,,Rpa3,0.011149201,0.00096401,,,
Zfp560,,7.22E-07,0.000964008,,Rpain,1.029077351,1.626483051,,,
Sgce,,7.21E-07,0.207854482,,Rpap1,0.464856897,2.061121862,,,
St7,,7.18E-07,0.081937896,,Rpap2,0.032183505,0.038735113,,,
Tex38,,7.18E-07,0.000964009,,Rpap3,0.010152977,0.022247177,,,
Syt2,,7.12E-07,0.00096401,,Rpe,8.60E-05,0.000964009,,,
Gm715,,7.11E-07,0.069093206,,Rpf1,0,0.00096401,,,
AF357425,,7.00E-07,0.000964011,,Rpf2,0.470053889,0.51748066,,,
Adam3,,7.00E-07,0.00096401,,Rpgr,0.039344333,0.00096401,,,
Fam161a,,6.99E-07,0.000964009,,Rpgrip1l,0.054827826,0.000964009,,,
Ino80e,,6.93E-07,0.000964009,,Rph3a,0.102474161,1.013286555,,,
Il15,,6.90E-07,0.00096401,,Rpia,0,0.00096401,,,
Sla,,6.83E-07,0.000964011,,Rpl10,0.288645142,0.166572055,,,
Lrrc18,,6.82E-07,0.00096401,,Rpl10a,0.094617675,0.371760947,,,
Snora78,,6.81E-07,0.00096401,,Rpl11,2.483566766,1.739409714,,,
Mir568,,6.76E-07,0.000964008,,Rpl12,0.021656024,0.000964008,,,
Ttn,,6.74E-07,0.00096401,,Rpl13,5.234111163,1.019776223,,,
Tmem115,,6.71E-07,0.000964009,,Rpl13a,0.346740743,0.315349697,,,
Fgd1,,6.69E-07,0.301540682,,Rpl14,4.881357683,0.047607706,,,
Lemd1,,6.68E-07,0.000964008,,Rpl15,0,0.000964006,,,
Ect2,,6.66E-07,0.136426044,,Rpl17,1.04E-05,0.000964007,,,
Apitd1,,6.65E-07,0.000964009,,Rpl18,0.7516277,1.101593961,,,
Sac3d1,,6.64E-07,0.000964009,,Rpl18a,0.331474474,0.534777136,,,
Btbd8,,6.63E-07,0.001463842,,Rpl19,0.364941438,0.000964011,,,
4933431E20Rik,,6.62E-07,0.000964011,,Rpl21,0.181540619,0.109875589,,,
Abca8b,,6.62E-07,0.00096401,,Rpl22,0.261511021,0.000964007,,,
Mamdc4,,6.61E-07,0.000964009,,Rpl22l1,0.895005199,0.851314094,,,
Nup54,,6.61E-07,0.000964009,,Rpl23,0.39385513,0.788643028,,,
Trmt5,,6.59E-07,0.265971138,,Rpl23a,0.011310162,0.000964009,,,
Sufu,,6.58E-07,0.000964011,,Rpl24,0.557503774,0.143111711,,,
B4galt5,,6.43E-07,0.000964169,,Rpl27,0.637487931,0.51390609,,,
Ccdc96,,6.41E-07,0.188186919,,Rpl27a,0,0.000964008,,,
3110047P20Rik,,6.39E-07,0.572487315,,Rpl28,2.47E-05,0.000964009,,,
Aqp3,,6.39E-07,0.00096401,,Rpl29,0,0.00096757,,,
Adamtsl5,,6.38E-07,0.000964011,,Rpl3,0.139680192,0.249821148,,,
Gpr182,,6.37E-07,0.00096401,,Rpl30,0.143001497,0.82004021,,,
Kcnk6,,6.31E-07,0.00096401,,Rpl31,0.412926917,0.526605041,,,
Ascc2,,6.24E-07,0.000964008,,Rpl31-ps12,0,0.000964007,,,
Nkap,,6.24E-07,0.001813511,,Rpl32,1.639172899,0.825596924,,,
Zfp169,,6.19E-07,0.000964011,,Rpl34,0.000158452,0.000964008,,,
Fam20c,,6.18E-07,0.000964007,,Rpl35,0.024566187,0.093783067,,,
Polr3d,,6.03E-07,0.00096401,,Rpl35a,0.027911615,0.00096401,,,
Nt5e,,6.02E-07,0.000964009,,Rpl36,0,0.797876284,,,
Esco2,,5.99E-07,0.00096401,,Rpl36a,1.062995585,0.839377718,,,
Ascl1,,5.93E-07,0.000964008,,Rpl36al,0,0.278612121,,,
Dennd1a,,5.92E-07,0.000964011,,Rpl37,0.035373489,0.148879863,,,
Muc5b,,5.88E-07,0.000964011,,Rpl37a,0.609887281,1.157496757,,,
Hus1,,5.85E-07,0.124684091,,Rpl38,0.712456249,0.475638147,,,
4931440J10Rik,,5.80E-07,0.00096401,,Rpl39,0,0.00096401,,,
H2-Ke6,,5.78E-07,0.000964011,,Rpl3l,1.85E-06,0.000964011,,,
Fn3krp,,5.76E-07,0.000964011,,Rpl4,5.270659112,0.00096401,,,
Kif4,,5.76E-07,0.009517339,,Rpl41,5.204512763,0.762979971,,,
Atg2a,,5.75E-07,0.000964007,,Rpl5,0,0.000964011,,,
Gpatch2l,,5.69E-07,0.155749446,,Rpl6,0.086741932,0.011775162,,,
Mfsd7b,,5.69E-07,0.000964009,,Rpl7,0.427708325,0.00096401,,,
Zwint,,5.67E-07,0.000964008,,Rpl7a,0.295509254,0.194067733,,,
Csrnp1,,5.66E-07,0.000964011,,Rpl7l1,5.83E-06,0.006722251,,,
Vgll3,,5.66E-07,0.000966843,,Rpl8,4.823217519,0.18395548,,,
Ephb4,,5.65E-07,0.389725869,,Rpl9,4.59110479,4.203878932,,,
Gm4432,,5.61E-07,0.060652075,,Rplp0,0.409834908,0.891130068,,,
1700019G17Rik,,5.59E-07,0.000964008,,Rplp1,5.522145745,0.137201968,,,
4732415M23Rik,,5.55E-07,0.343276857,,Rplp2,0.985890383,0.939430062,,,
Abca3,,5.54E-07,0.00096401,,Rpn1,0,0.000964011,,,
Kif3c,,5.53E-07,0.00096401,,Rpn2,0.251674055,0.000964008,,,
Mbd2,,5.52E-07,0.000964005,,Rpp14,0.293944092,0.890775944,,,
Muc2,,5.50E-07,0.00096401,,Rpp21,0.061503551,0.003396934,,,
Hoga1,,5.48E-07,0.000964011,,Rpp25,0.069533133,0.00096401,,,
Mir181b-1,,5.48E-07,0.00096401,,Rpp25l,0.014230492,0.178772333,,,
Trim12c,,5.44E-07,0.00096401,,Rpp30,0,0.000964011,,,
Zfp668,,5.43E-07,0.000964007,,Rpp38,0.002358063,0.000964011,,,
4930513N10Rik,,5.41E-07,0.00277098,,Rpp40,1.49E-07,0.000964009,,,
Igsf5,,5.36E-07,0.00096401,,Rpph1,0,0.00096401,,,
Tead2,,5.36E-07,0.000964009,,Rprd1a,0.208509267,0.132825337,,,
C030016D13Rik,,5.29E-07,0.000964011,,Rprd1b,0.032698755,0.000964011,,,
Ccr5,,5.13E-07,0.004163153,,Rprd2,0.003392845,0.154816005,,,
4930593A02Rik,,5.12E-07,0.000967162,,Rprm,0.04636334,0.037327787,,,
Mpv17l,,5.11E-07,0.000964011,,Rprml,0,0.007545963,,,
Asb10,,5.10E-07,0.00096401,,Rps10,0.112040464,0.007000498,,,
Fut4,,5.08E-07,0.000964011,,Rps11,0,0.000964011,,,
Lrrc14b,,5.05E-07,0.00096401,,Rps12,0.001764065,0.00096401,,,
Klf7,,5.04E-07,0.00096401,,Rps13,0.4134455,0.002782302,,,
Col10a1,,5.03E-07,0.000964008,,Rps14,0,0.000964008,,,
Clcn6,,5.02E-07,0.000964009,,Rps15,0.17885052,0.056001871,,,
Dcps,,5.02E-07,0.00096401,,Rps15a,8.76E-05,0.000964008,,,
U2af1,,5.00E-07,0.000964011,,Rps15a-ps4,0.122946646,0.000964011,,,
Gm10638,,4.98E-07,0.000964009,,Rps15a-ps6,0.099563815,1.165557225,,,
Apol11b,,4.95E-07,0.00096401,,Rps16,0.235315528,0.735970696,,,
Fdx1,,4.94E-07,0.000964009,,Rps17,0.101921609,0.001847515,,,
Parm1,,4.92E-07,0.088838281,,Rps18,0.114268637,0.00096401,,,
Ankrd9,,4.91E-07,0.000964007,,Rps19,0.179218807,0.000964009,,,
Cldn20,,4.91E-07,0.050317207,,Rps19-ps3,0,0.000964007,,,
Dusp13,,4.90E-07,0.00096401,,Rps19bp1,6.13E-07,0.000964009,,,
LOC100503496,,4.84E-07,0.000964011,,Rps2,0.142160838,0.000964212,,,
Tmco6,,4.84E-07,0.000964008,,Rps20,6.44426803,1.504382927,,,
Nron,,4.83E-07,0.00096401,,Rps21,0,0.000964008,,,
Slc22a20,,4.82E-07,0.000964011,,Rps23,0.738832477,1.243212519,,,
Prss35,,4.78E-07,0.000964011,,Rps24,3.67E-06,0.000964011,,,
Ttbk1,,4.75E-07,0.000964005,,Rps25,2.67E-05,0.350245176,,,
Plekha7,,4.74E-07,0.00096401,,Rps26,0,0.016891172,,,
Fads3,,4.73E-07,0.00096401,,Rps27,0.000951001,0.437565616,,,
Podn,,4.73E-07,0.00096401,,Rps27a,0,0.037097254,,,
Cyp26a1,,4.69E-07,0.00096401,,Rps27l,0.019302537,0.000964007,,,
2610305D13Rik,,4.67E-07,0.000964009,,Rps28,0,0.000964008,,,
Ripply2,,4.63E-07,0.000964011,,Rps29,0,0.000964008,,,
AF357426,,4.60E-07,0.000964011,,Rps3,4.646552479,0.000964011,,,
Herc1,,4.58E-07,0.00096401,,Rps3a1,0,0.000964007,,,
Tg,,4.58E-07,0.000964011,,Rps4x,0,0.000964007,,,
Gpatch3,,4.56E-07,0.000964008,,Rps4y2,0.093397575,0.684371703,,,
Mirlet7d,,4.55E-07,0.000964011,,Rps5,0.800256897,1.091389264,,,
Slc24a5,,4.52E-07,0.132503997,,Rps6,0,0.000964009,,,
Zfp773,,4.52E-07,0.000964011,,Rps6ka1,0,0.000964008,,,
Mar-07,,4.51E-07,0.000964011,,Rps6ka2,7.14E-06,0.000964097,,,
Nphp1,,4.48E-07,0.02975341,,Rps6ka3,0,0.172799545,,,
1500011K16Rik,,4.46E-07,0.000964008,,Rps6ka4,0.029429514,0.000964011,,,
Kiss1r,,4.44E-07,0.000964009,,Rps6ka5,0.14123388,0.033280315,,,
2310034G01Rik,,4.40E-07,0.000964009,,Rps6ka6,0.000550998,0.00096401,,,
Socs4,,4.40E-07,0.000964008,,Rps6kb1,0.072961674,0.144366633,,,
Ntf3,,4.39E-07,0.008900068,,Rps6kb2,0,0.000964009,,,
Vav3,,4.36E-07,0.00096401,,Rps6kc1,0,0.000964011,,,
Flt1,,4.34E-07,0.000964011,,Rps6kl1,0.362241297,0.474512858,,,
Fan1,,4.31E-07,0.00096401,,Rps7,0.009502448,0.000964009,,,
Ap4b1,,4.24E-07,0.00096401,,Rps8,0.522712526,1.020681455,,,
Phf19,,4.24E-07,0.00096401,,Rps9,4.833045343,0.025770804,,,
Nr1i3,,4.15E-07,0.000964011,,Rpsa,4.715575693,0.549829052,,,
Galc,,4.12E-07,0.365520797,,Rptor,0.427300394,0.48708876,,,
Mir592,,4.11E-07,0.000964011,,Rpusd1,0.114796595,0.00264983,,,
Cystm1,,4.09E-07,0.000964008,,Rpusd2,0.818506979,1.673509935,,,
Tbc1d25,,4.09E-07,0.000964008,,Rpusd3,0.561675446,0.729980441,,,
Gm19710,,4.08E-07,0.000964009,,Rpusd4,0,0.000964011,,,
Cnn1,,4.05E-07,0.000964011,,Rqcd1,0.019020002,0.000964008,,,
Gnpda1,,4.05E-07,0.000964006,,Rrad,0.058984468,0.946459181,,,
Snd1,,4.05E-07,0.31756582,,Rraga,0.270915533,0.280518087,,,
1700034G24Rik,,3.99E-07,0.00096401,,Rragb,0,0.000964009,,,
Tmem87a,,3.99E-07,0.000964007,,Rragc,0.007834113,0.000964009,,,
Plekhs1,,3.97E-07,0.000964011,,Rragd,0,0.000964009,,,
Spsb2,,3.91E-07,0.000964011,,Rras,0.390372205,0.322745849,,,
Arrdc3,,3.90E-07,0.022292811,,Rras2,0.165007883,0.807286596,,,
Cbln3,,3.89E-07,0.868026569,,Rrbp1,0.548809292,0.734144274,,,
Insl6,,3.88E-07,0.000973057,,Rreb1,2.52E-06,0.000964012,,,
Mlph,,3.86E-07,0.188506662,,Rrh,7.45E-08,0.000964011,,,
Cntnap5c,,3.84E-07,0.000964011,,Rrm1,0.001121647,0.00096401,,,
Proz,,3.83E-07,0.00096401,,Rrm2,5.53E-08,0.000964008,,,
D10Bwg1379e,,3.74E-07,0.000964005,,Rrm2b,0.054303817,0.000964008,,,
Mamld1,,3.73E-07,1.553285182,,Rrn3,0.00040817,0.214874272,,,
Eif4ebp2,,3.72E-07,0.000964007,,Rrnad1,0.266661546,0.000964007,,,
Tap2,,3.72E-07,0.000964009,,Rrp1,2.48E-05,0.00096401,,,
6330409D20Rik,,3.69E-07,0.000964009,,Rrp12,0,0.000964011,,,
Ace2,,3.69E-07,0.114047412,,Rrp15,0.708288477,0.723044601,,,
Tmem51,,3.69E-07,0.000964007,,Rrp1b,0.049225439,0.000964005,,,
S1pr2,,3.64E-07,0.000964008,,Rrp36,0,0.00096401,,,
Lilra5,,3.63E-07,0.00096401,,Rrp7a,0.112689418,0.763870557,,,
Gpr82,,3.62E-07,0.00096401,,Rrp8,0.899800382,0.925480819,,,
Fam203a,,3.58E-07,0.28635946,,Rrp9,0,0.00096401,,,
Adat1,,3.57E-07,0.000964009,,Rrs1,0.158723629,0.000964008,,,
Ltb,,3.55E-07,0.000964011,,Rsad1,0.000243348,0.00096401,,,
Tex10,,3.54E-07,0.000964009,,Rsad2,0.005499086,0.000964011,,,
Arhgef37,,3.52E-07,0.000964011,,Rsbn1,0,0.162505709,,,
Ttc34,,3.51E-07,0.000964011,,Rsbn1l,0,0.00096401,,,
Tep1,,3.50E-07,0.00096401,,Rsf1,0.2458615,0.674828453,,,
Tradd,,3.48E-07,0.095153264,,Rsl1,1.46E-06,0.00096401,,,
Vav1,,3.47E-07,0.032964519,,Rsl1d1,0.377039284,0.235028065,,,
1110034G24Rik,,3.46E-07,0.000964007,,Rsl24d1,0.446206719,0.000971162,,,
Hbq1a,,3.34E-07,0.000964011,,Rslcan18,8.79E-08,0.000964011,,,
Cnot6l,,3.32E-07,0.137176481,,Rsph1,0.420523859,1.123001885,,,
Zfp458,,3.32E-07,0.00096401,,Rsph3a,0,0.025840167,,,
2310069G16Rik,,3.31E-07,0.000964008,,Rsph3b,0,0.000964011,,,
A2m,,3.31E-07,0.000964009,,Rsph4a,0.015835655,0.235916463,,,
Glt1d1,,3.27E-07,0.602277816,,Rsph9,0.54465032,0.860967843,,,
Mrps18c,,3.24E-07,0.000964009,,Rspo1,1.016391012,0.761011431,,,
Rad50,,3.23E-07,0.000964009,,Rspo3,0.027666101,0.177791228,,,
Skap2,,3.23E-07,0.00096594,,Rspry1,0.78914471,2.000742825,,,
Capn3,,3.22E-07,0.065072937,,Rsrc1,0,0.208959991,,,
Pabpc1l,,3.20E-07,0.000964009,,Rsrc2,0.464022533,1.646592069,,,
Metap1d,,3.19E-07,0.056432764,,Rsu1,0,0.000964009,,,
Atp10d,,3.17E-07,0.000964009,,Rtbdn,0,0.000964021,,,
1700023L04Rik,,3.14E-07,0.000964011,,Rtca,0.087248845,0.373278923,,,
Nupl2,,3.13E-07,0.000964011,,Rtel1,0.000260777,0.000964008,,,
1700016C15Rik,,3.10E-07,0.000964011,,Rtf1,0.196286579,0.000964008,,,
Fbxo34,,3.06E-07,0.000964004,,Rtfdc1,0,0.000964011,,,
Tpo,,3.02E-07,0.098056214,,Rtkn,0.183257932,0.104794327,,,
Entpd3,,3.01E-07,0.146850765,,Rtkn2,0,0.00096401,,,
3110082I17Rik,,2.96E-07,0.553390855,,Rtl1,9.16E-06,0.000964011,,,
Hif1an,,2.96E-07,0.000964011,,Rtn1,5.210092232,0.000964007,,,
A630001G21Rik,,2.94E-07,0.000964011,,Rtn2,0.00384604,0.000964008,,,
Kif15,,2.92E-07,0.000964011,,Rtn3,5.47870069,0.000964011,,,
Taf7l,,2.90E-07,25.80280094,,Rtn4,5.676095301,0.000964011,,,
E430018J23Rik,,2.89E-07,0.00096401,,Rtn4ip1,0,0.00096401,,,
Rabif,,2.87E-07,0.000964009,,Rtn4r,2.888151555,2.952794886,,,
Rb1cc1,,2.85E-07,0.00096401,,Rtn4rl1,3.312394573,4.607576802,,,
Bin3,,2.84E-07,0.000964009,,Rtp1,0,0.29571125,,,
4930503L19Rik,,2.81E-07,0.000964011,,Rtp2,1.84E-06,0.138726108,,,
Adap2,,2.81E-07,0.000964011,,Rtp4,0.006905797,0.865068056,,,
Eaf1,,2.79E-07,0.850448513,,Rttn,0,0.000964009,,,
Gapdhs,,2.78E-07,0.000964011,,Rufy1,0,0.106431097,,,
