gene_gpc,Dynamic_model_log_likelihood,Constant_model_log_likelihood,log_likelihood_ratio,p_value,q_value,g_sde,LLR_sde
Nup88,-295.5496783,-295.5496764,-1.88E-06,1,1,Tubg1,0.000964008
Lrrc8a,-494.0820078,-494.2150312,0.133023398,0.715317644,1,Ccdc47,0.000964008
Matk,-365.0950652,-366.2527455,1.157680212,0.281947164,1,Ptdss2,0.00096401
Aftph,-562.897271,-562.8985686,0.001297533,0.971265391,1,Lca5l,0.000964011
Ercc6,-309.6044195,-309.707628,0.103208509,0.748012751,1,Fam98b,0.000964009
Tril,-541.7588771,-542.0430899,0.284212788,0.593953207,1,Spry2,0.000964008
1810014B01Rik,-142.6819538,-142.773985,0.092031193,0.761610623,1,Ccdc58,0.166788527
Flnb,-344.3277184,-344.3286679,0.000949505,0.975417844,1,Hpca,0.000964006
Ndrg3,-749.0610487,-749.0610415,-7.15E-06,1,1,Dhx30,0.00096401
Cpne6,-771.1241735,-771.8941053,0.769931872,0.380238129,1,Gkap1,0.000964009
Rin2,-375.2399715,-376.0807439,0.840772467,0.359175938,1,Golgb1,0.000964011
Rtn4,-921.4311298,-921.4311299,5.66E-08,0.999810187,1,Srsf2,0.000964008
Zhx1,-527.5282794,-527.6011332,0.072853868,0.787225988,1,Atf2,0.000964008
Lims2,-328.0007752,-328.2631599,0.262384717,0.608486536,1,Psmb2,0.000964009
Siah1a,-385.1462028,-385.1683476,0.022144847,0.881702418,1,Pafah1b1,0.000964008
Necab3,-489.310621,-489.3106183,-2.62E-06,1,1,Acadm,0.000964009
Ppp2r2b,-586.3835472,-586.3835428,-4.34E-06,1,1,Ftsjd1,0.000964008
Csnk1e,-565.4446211,-565.8340679,0.389446829,0.532590315,1,Dync2h1,0.000964008
Nat14,-448.4516847,-449.4399159,0.988231137,0.320175085,1,Ssr1,0.097419945
Scarf2,-123.3828849,-123.4023103,0.019425358,0.88915392,1,Ogdh,0.874560549
Maged1,-628.3768641,-628.4373098,0.060445649,0.805792955,1,St7l,0.000964008
Cacng3,-406.9759004,-407.0503552,0.074454789,0.784957724,1,Stam2,0.000964009
Chmp1a,-433.6286689,-434.202653,0.573984089,0.448680075,1,Cryab,0.000964011
Maea,-550.0125283,-550.067749,0.055220757,0.81421574,1,Zfyve28,0.000964009
Abhd4,-607.473142,-607.6584848,0.185342837,0.666821335,1,Srprb,0.000964009
Rps14,-694.2897697,-685.5536451,-8.736124577,1,1,Fam126a,0.000964008
Tmem63b,-425.4265021,-425.4264985,-3.65E-06,1,1,Lrig2,0.00096401
Camk2g,-646.8218436,-646.8867932,0.064949541,0.798837412,1,Psat1,0.00096401
Gaa,-710.1552136,-711.5676133,1.412399632,0.234658449,1,Zdhhc14,0.679134212
Wdr36,-367.5522685,-368.0870171,0.534748639,0.464617246,1,Nkrf,0.917482778
Adss,-467.7066182,-467.7226235,0.016005299,0.89932661,1,Tuba8,0.2242254
Ms4a6c,-66.79440629,-66.79440455,-1.75E-06,1,1,Noa1,0.000964008
Kirrel3,-435.9992366,-436.0445161,0.045279455,0.831491001,1,Tnfrsf21,0.000964011
Gm7444,-20.72940502,-20.81125609,0.081851074,0.77480439,1,Ltn1,0.000964011
Rock1,-521.7013277,-522.5447267,0.843398922,0.358426483,1,Epb4.1l4a,0.000964008
Ctsz,-375.7211997,-377.8454132,2.124213504,0.144987188,1,Abcb10,0.00096401
Srp54b,-577.8286448,-577.8288839,0.000239156,0.987661483,1,Chadl,0.00096401
Clasp2,-708.6832376,-708.6832371,-5.49E-07,1,1,Brsk2,0.00096401
Gpbp1,-582.4413895,-582.8234547,0.382065133,0.536500079,1,Polr2g,0.000964011
Rpp30,-380.0607847,-380.0607818,-2.90E-06,1,1,Nrcam,0.00096401
Gpatch4,-225.4541595,-227.2368187,1.782659169,0.181823135,1,Gnb5,0.000964007
Kcnip2,-651.9602736,-652.0634539,0.103180293,0.74804603,1,Elovl5,0.959743798
Prkcb,-732.7850069,-733.1368734,0.351866475,0.553058461,1,Slc30a9,0.000964009
Nisch,-747.1072076,-751.0856451,3.978437592,0.046086293,1,Dzip1,0.260850548
Fmr1,-599.7922992,-599.8846336,0.092334419,0.761230142,1,Snapc2,0.000964011
Slc48a1,-527.4670415,-527.6990423,0.232000796,0.63004422,1,Lin7b,0.000964011
Gna11,-618.1789623,-618.4356414,0.256679162,0.61241085,1,Itm2a,0.17406238
Foxo3,-28.21808717,-28.21840809,0.000320916,0.985707368,1,Whsc1,0.00096401
Fam76a,-465.0049459,-465.0617127,0.056766733,0.811681225,1,Map4,0.00096401
Sox12,-310.2703088,-310.2703085,-2.66E-07,1,1,2610507B11Rik,0.000964008
Ndufa11,-662.1921036,-662.1920865,-1.71E-05,1,1,Ier5,1.400896835
Spock3,-628.8842682,-628.8842674,-8.36E-07,1,1,Pcdhb11,0.000964009
Insm1,-289.7873358,-289.8960107,0.108674887,0.741657831,1,Eif4g1,0.000964006
Neurl4,-451.9154591,-453.0257976,1.110338509,0.292008376,1,Ago2,0.000964008
Lsg1,-329.5597659,-329.5597653,-5.51E-07,1,1,Parp6,0.005221048
Tcf4,-829.5279577,-829.5279565,-1.18E-06,1,1,Il17d,0.000964011
Hist1h4d,-142.5157485,-142.5157482,-2.76E-07,1,1,Taf1,0.000964009
Lyn,-454.0469931,-454.1330377,0.086044593,0.769267183,1,Hsp90ab1,0.000964006
Rps12,-457.1579945,-457.3028791,0.14488456,0.703472589,1,Ddx5,0.000964008
Papola,-627.0581691,-627.3659522,0.307783096,0.579043763,1,Ndufv3,0.000964007
Tagln3,-565.5709257,-565.8769584,0.306032661,0.580124969,1,Casp2,0.218569491
Atp1a2,-813.5937413,-814.1990352,0.605293924,0.436565253,1,Kcnv1,0.087821862
Setd1b,-470.3484311,-470.3484756,4.45E-05,0.994675814,1,Sec61g,0.00096401
Cdc42se2,-695.1411358,-695.3621631,0.22102724,0.638258326,1,Bmyc,0.000964009
Ildr2,-687.7516212,-688.5306588,0.779037623,0.377435631,1,Prdx3,0.00096401
Cldn12,-477.1545832,-477.1546021,1.89E-05,0.996535804,1,Gid4,0.000964009
Zc4h2,-352.9823932,-353.0697244,0.087331207,0.767597792,1,Rrp9,0.00096401
Dhodh,-281.9265454,-281.9293724,0.002826951,0.957597195,1,Zfand3,0.000964011
Smarce1,-519.1710281,-519.1959598,0.024931664,0.87453746,1,Bcan,0.000964009
S100b,-811.4080409,-814.5855882,3.177547378,0.074656712,1,Wbp11,0.000964009
Dctn2,-667.1293212,-667.1293222,1.03E-06,0.999188599,1,Ppil4,0.000964008
Sdhaf1,-369.1896877,-369.1896628,-2.49E-05,1,1,Uqcrc1,0.368337936
Myef2,-533.2190186,-533.297813,0.078794307,0.778938026,1,Baalc,0.00096401
Cpsf3,-400.017384,-400.3552311,0.337847189,0.561074509,1,Atl2,0.000964007
Maf1,-582.1699418,-583.2328707,1.062928887,0.302548123,1,Cgrrf1,1.006762908
Diap1,-67.76546065,-67.76545929,-1.36E-06,1,1,St8sia5,0.000964008
Yme1l1,-601.4668114,-602.3205494,0.853738045,0.355497009,1,Evi5,0.000964008
Usp24,-461.1032877,-461.1032778,-9.84E-06,1,1,Pcyt1b,0.433481896
Nckipsd,-317.2105959,-317.2106053,9.41E-06,0.997552643,1,Tfcp2l1,0.000964011
Mterfd1,-347.8154917,-348.3609066,0.545414861,0.460197256,1,Lsm4,0.000964008
Gpr17,-408.1265818,-408.8635509,0.736969048,0.390633533,1,Psmd10,0.000964009
Zfp740,-479.9957857,-480.69957,0.703784315,0.401515024,1,Tbrg4,0.000964008
Tbc1d9b,-598.0410181,-598.3109797,0.269961662,0.603357491,1,Bcl2l12,0.00096401
Arl2bp,-624.1601918,-624.1604467,0.000254961,0.987260321,1,Jmjd8,0.004448853
Rxrb,-432.7947953,-433.0286766,0.233881312,0.62866071,1,Ptpmt1,0.000964007
Pop7,-378.0490395,-379.6724214,1.623381905,0.202620873,1,Dnajc28,0.00096401
Cnot7,-610.5390682,-610.5390633,-4.85E-06,1,1,Ret,0.000964011
Ccsap,-494.9380088,-495.0045645,0.066555642,0.796419409,1,Gtf2f1,0.153127492
Hnrnpa2b1,-934.3300918,-934.3300858,-5.98E-06,1,1,Mycbp,0.004123293
Rbfox3,-694.0300268,-694.9072208,0.877194023,0.348971367,1,Apoo,0.060531663
Xpr1,-664.8464501,-664.8464752,2.51E-05,0.996002737,1,Cdc5l,0.000964008
Kcnd3,-614.8441911,-614.8441869,-4.12E-06,1,1,Skp1a,0.00096401
Mrpl33,-498.1668375,-498.3959087,0.229071219,0.632213362,1,Sfxn5,0.00096401
Ddx19a,-401.9136675,-402.4269529,0.51328539,0.473720084,1,Aggf1,0.000964008
Rcc2,-419.3624533,-420.1439443,0.78149095,0.376685542,1,Polr1d,0.000964006
Psmb4,-636.553409,-636.8117472,0.258338245,0.611264108,1,Lpgat1,0.000964007
Ddx50,-519.0352117,-519.5607041,0.525492352,0.468508158,1,Ipcef1,0.00096401
D5Ertd579e,-487.8344526,-487.8344494,-3.20E-06,1,1,Rab3gap2,0.00096401
Rnf138,-413.5479685,-413.5479675,-9.37E-07,1,1,Lrp10,0.000964011
Igsf11,-521.4139962,-521.5039038,0.089907576,0.764294686,1,Cacna1a,0.00096401
Emd,-467.3395031,-467.6502817,0.31077858,0.57720281,1,Atxn2l,0.000964009
Stx12,-642.9435524,-642.9914606,0.047908221,0.826743942,1,Ankrd34a,1.293555846
Ntan1,-466.9886671,-467.2190773,0.230410179,0.631219854,1,Zfp287,0.306835631
Gng13,-711.8687807,-714.0051155,2.136334713,0.143845212,1,Gspt1,0.000964009
Mrpl13,-450.396977,-450.7580058,0.361028838,0.5479354,1,Tspan17,0.00096401
Cd274,-40.80273604,-40.80259891,-0.000137135,1,1,Sfpq,0.401301789
Emc2,-555.1612049,-555.1612042,-6.80E-07,1,1,Grcc10,0.000964009
Cct8,-599.9054198,-599.9054156,-4.15E-06,1,1,Tmbim4,0.00096401
Tmem127,-520.9285883,-520.9297639,0.001175593,0.97264835,1,Riok3,1.351559848
Phyhd1,-382.6503323,-382.6503334,1.06E-06,0.99917728,1,Kat6b,0.00096401
Tmed7,-707.0730595,-707.074762,0.001702501,0.967087526,1,Impact,0.100343026
Prkaca,-667.0995649,-667.8417187,0.742153754,0.388971826,1,Bend6,0.000964011
Stx6,-435.1503918,-435.2999378,0.149546012,0.698969583,1,Rsl1d1,0.235028065
Macrod2,-282.2587392,-282.4302936,0.171554389,0.678734052,1,Timm44,0.00096401
Gramd4,-334.6591539,-334.6591549,9.91E-07,0.99920568,1,Timm10,0.000964009
Rbbp6,-629.9699024,-630.1350696,0.165167198,0.684443081,1,Frzb,0.00096401
Aasdhppt,-391.8543681,-391.8543664,-1.76E-06,1,1,Cxcl14,0.00096401
Bpgm,-466.6217626,-467.0265668,0.404804245,0.524618516,1,Srgap2,0.00096401
Ndufb10,-621.4134628,-621.6921883,0.278725458,0.597537816,1,Ccdc30,0.00096401
Lrpap1,-562.2111062,-562.2652838,0.054177613,0.815947115,1,Cep97,0.000964008
Banp,-397.7580782,-397.7580786,4.08E-07,0.999490271,1,B3gat2,0.803993995
Ncrna00085,-235.5888602,-235.5893506,0.000490419,0.982331971,1,2900097C17Rik,0.00096401
Jmjd6,-312.8256942,-312.8256938,-3.91E-07,1,1,Ccnl2,0.62629607
Jmy,-470.5007001,-470.6396759,0.138975807,0.709301329,1,Svip,0.000964009
Gng4,-799.3883402,-799.5550105,0.166670262,0.683088166,1,Itm2c,0.00096401
Clk2,-384.7012471,-384.7012344,-1.27E-05,1,1,Cic,0.000964009
Phactr1,-499.8640069,-499.9072303,0.043223403,0.835305185,1,Dnajc8,0.000964011
Eno2,-892.4351403,-892.4351381,-2.22E-06,1,1,Atxn2,0.000964008
Mir703,-786.9974796,-788.4706658,1.473186133,0.224843666,1,Luc7l2,0.000964008
Sh3glb2,-642.6699966,-642.6699695,-2.70E-05,1,1,Pi4ka,1.289900005
Grm2,-485.0343394,-485.3860568,0.351717463,0.553142522,1,Exoc7,0.00096401
Akr1e1,-336.0364834,-336.036481,-2.42E-06,1,1,Rnf11,0.082651524
Wwp2,-308.7777826,-308.783016,0.005233421,0.942329431,1,Trim9,0.583656323
Selk,-681.7194683,-682.7636384,1.044170111,0.306853594,1,Asic1,1.096648893
Rps2,-461.0109203,-461.5638051,0.552884768,0.457141369,1,Zfp804a,0.212639257
Scara3,-227.1641543,-227.1641537,-6.04E-07,1,1,Cited2,0.000964009
Hspd1,-606.0774211,-606.0774179,-3.25E-06,1,1,Cbln4,0.000964011
Ptov1,-670.5223471,-671.0497946,0.527447458,0.467681983,1,Map1a,0.000964008
Trim59,-270.7141366,-271.0613389,0.347202264,0.555701149,1,Ap3d1,0.179081753
Fam101b,-279.9712422,-280.3154605,0.344218299,0.557404401,1,Lace1,0.000964009
Ankhd1,-400.4725779,-400.4928054,0.020227499,0.88690354,1,Chn1,0.000964007
Mrpl22,-285.554831,-285.5806177,0.025786657,0.872422442,1,Zfp354c,0.000964011
Api5,-512.5544691,-512.6520911,0.097622028,0.754702174,1,Vegfa,0.106385825
A230065H16Rik,-460.011034,-460.4225416,0.411507575,0.52120531,1,2410006H16Rik,0.000964011
Dgat2,-402.288259,-402.3228394,0.034580416,0.852477618,1,C1qbp,0.104592353
Klhdc3,-584.7252759,-584.9745053,0.249229308,0.617618269,1,Tmem33,0.000964009
Mlf2,-753.5381935,-753.5381775,-1.59E-05,1,1,Nfasc,0.000964011
Rpl31,-570.428869,-570.6304523,0.201583307,0.65344587,1,Ints1,0.000964011
Sucla2,-657.5995397,-657.5995354,-4.38E-06,1,1,AI593442,0.000964008
Ncapd2,-215.1748669,-215.1994747,0.024607867,0.875348133,1,Pithd1,0.000964008
Gpr158,-518.7568686,-519.3771984,0.620329838,0.430924742,1,Mtor,0.000964006
Rabgap1,-461.1870026,-461.4706332,0.28363065,0.594331374,1,Bloc1s1,0.000964007
Bap1,-546.4587599,-546.4587548,-5.17E-06,1,1,Pcna,0.000964011
Atxn10,-731.4383642,-731.6224641,0.184099928,0.667873248,1,Cflar,0.143394064
Cadm2,-807.7857158,-807.7857171,1.30E-06,0.999090201,1,Fam120a,0.050779012
Tsn,-588.732943,-588.8179517,0.085008746,0.77062108,1,Mcts1,0.62430155
Zfp654,-350.9806584,-351.1866978,0.206039407,0.649889547,1,Bicd2,0.00096401
Agap3,-552.85775,-553.378136,0.520385993,0.470677075,1,Bcl11b,0.56808533
Sumo3,-605.3330368,-606.1488449,0.81580811,0.366408634,1,Aspn,0.000964009
Mtfp1,-572.5047283,-573.0326743,0.527945951,0.467471707,1,Slc24a2,0.164707638
Minpp1,-434.6109391,-434.6564506,0.04551144,0.831066375,1,Cul9,0.525253008
Eif3a,-658.8223325,-658.8945142,0.072181673,0.788186355,1,Qdpr,0.000964007
Romo1,-590.7205458,-590.9463015,0.225755717,0.634688916,1,Naa60,0.000964008
Ube2g2,-506.7266072,-506.7266054,-1.83E-06,1,1,Prps1l3,0.00096401
Lmna,-410.3327892,-410.3603956,0.027606399,0.868037541,1,4921524J17Rik,0.000964009
C030023E24Rik,-249.6664924,-249.6664533,-3.91E-05,1,1,Tmem151a,0.000964011
Mtpn,-743.6634146,-743.9402117,0.276797157,0.598808199,1,Rapgef1,0.000964008
Ambra1,-414.5276454,-414.6383775,0.110732068,0.739312221,1,Tspan3,0.267833075
Hbegf,-404.9433388,-405.2698368,0.326498019,0.567728494,1,Tspyl4,0.16191518
Tmem191c,-451.9534742,-451.9916609,0.03818669,0.84506874,1,Lyrm2,0.626666294
Fam5c,-430.9709769,-431.1931099,0.222132968,0.637419488,1,Kcna2,0.000964009
Uggt1,-451.9480317,-451.9481007,6.90E-05,0.993372582,1,Slmap,0.000964012
Btbd7,-83.1175509,-83.11754996,-9.35E-07,1,1,Smg5,0.000964011
Uvrag,-317.4338443,-317.4950105,0.061166198,0.804662122,1,Sod2,1.312521151
Yars2,-297.1945621,-297.1945611,-1.07E-06,1,1,Slc35b1,0.000964011
4930503E24Rik,-313.4653038,-313.5213463,0.056042523,0.812863916,1,Iqcb1,0.000964007
Cyb5,-471.0569767,-471.0659932,0.009016525,0.924350266,1,Smarcd3,0.000964007
Rpl4,-848.3374868,-848.337482,-4.77E-06,1,1,Pcdhb19,0.00096401
Srrm3,-444.2305576,-444.6862691,0.455711507,0.499635056,1,Etv6,0.000964007
Bcl10,-282.398124,-282.5812692,0.183145238,0.66868409,1,Mmadhc,0.00096401
Gm1673,-540.9564567,-541.1514026,0.194945963,0.658831625,1,Phldb1,0.000964009
Sft2d2,-397.631427,-397.6314271,6.34E-08,0.999799112,1,Ip6k2,0.00096401
Ssbp2,-596.5794176,-596.861577,0.28215944,0.595289324,1,Sema6d,0.000964009
Dnm1,-802.4614379,-802.4614755,3.76E-05,0.995108359,1,Dynlt3,0.43785487
Tmem200c,-324.5790014,-324.5790011,-3.39E-07,1,1,Mtrf1,0.00096401
Cacna1i,-532.2106598,-532.2106582,-1.65E-06,1,1,Klhl12,0.316445231
Ndufc2,-721.4940727,-721.494133,6.02E-05,0.993807112,1,Ywhaz,0.000964011
Tubgcp3,-394.028777,-395.1119934,1.083216304,0.29797916,1,Mycl1,0.00096401
Homer1,-558.7197845,-558.7197828,-1.68E-06,1,1,Tmem178,0.021513276
0610009O20Rik,-334.4889777,-334.4889729,-4.83E-06,1,1,BC018507,0.00096401
Rnf34,-442.7931286,-443.0846038,0.291475207,0.58927673,1,Golga4,0.875279954
Nrsn2,-512.8728477,-512.8736145,0.000766836,0.977907968,1,Zfml,0.000964005
C330021F23Rik,-696.7783633,-696.9008536,0.122490378,0.726349014,1,D430019H16Rik,0.00096401
Tsr2,-458.4148513,-458.414887,3.57E-05,0.99523265,1,Fam49a,0.000964011
Reln,-828.231829,-829.3435239,1.11169484,0.291713824,1,Kcnh2,0.000964008
Snhg5,-316.8288501,-316.8288481,-1.95E-06,1,1,Camsap1,0.000964011
Ccser2,-581.3139404,-581.3227435,0.00880312,0.925248218,1,Rpe,0.000964009
Smyd2,-538.0831947,-538.0831912,-3.50E-06,1,1,Dcdc2a,0.075095984
Nbl1,-487.5381776,-490.2726214,2.734443829,0.098205685,1,Atp5e,0.256699797
Srpk2,-653.7524974,-653.8375892,0.085091871,0.770512102,1,Ppp1r15b,0.000964009
Ppa1,-588.3830618,-588.3830562,-5.60E-06,1,1,Abr,0.00096401
Slc35a5,-403.3449888,-404.4132641,1.06827538,0.301335322,1,Scgb1c1,0.00096401
Gm6710,-160.1784009,-160.2931574,0.114756546,0.734792529,1,Zmym3,0.00096401
Osbpl6,-363.7032291,-363.7067753,0.003546248,0.952513738,1,Pnpla2,0.000964011
Ak1,-578.4554973,-578.5295498,0.074052538,0.785525169,1,Wrnip1,0.495603648
Mrpl1,-233.7918503,-233.7918501,-2.83E-07,1,1,Zfand5,0.000964008
Zbtb9,-203.2120111,-203.2145103,0.002499127,0.960129347,1,Ing4,0.195673671
Upf2,-424.5855866,-424.6689736,0.083386967,0.772758909,1,Car7,0.000964011
Megf8,-440.2012535,-440.2012518,-1.65E-06,1,1,Gpx4,0.000964008
Hdac5,-647.4324658,-647.9020849,0.469619149,0.49316243,1,Ep300,0.00096401
Vmp1,-577.4953332,-577.4953321,-1.06E-06,1,1,Ndnf,0.450782605
Zkscan3,-482.8739531,-483.4832486,0.609295579,0.435053161,1,Fnbp1l,0.000964011
Lrrc73,-385.7905056,-385.8427659,0.052260243,0.819175943,1,Mgea5,0.000964011
Ncald,-648.1790179,-648.3697848,0.190766831,0.662279156,1,Comt,0.322069322
Insig2,-554.074547,-555.3178922,1.243345273,0.264827311,1,Scn3a,0.000964009
Arid4b,-499.0885562,-499.1394435,0.05088726,0.821526505,1,Rfk,0.000964009
Farsa,-385.1776814,-385.784683,0.60700155,0.435919018,1,Fam216a,0.00096401
Hnrnpf,-544.9532688,-544.9532642,-4.51E-06,1,1,Dpp10,1.301555415
Ptp4a2,-686.0412617,-686.0412472,-1.45E-05,1,1,Erc2,0.00096401
Dnajc30,-295.8187629,-295.9939292,0.17516634,0.675560549,1,Rps18,0.00096401
Dusp26,-422.1474595,-422.4683953,0.320935769,0.571045824,1,B4galt4,0.000964007
Hspbp1,-453.084572,-453.084564,-7.92E-06,1,1,Kif13a,0.00096401
Tubg1,-377.8525067,-377.8525042,-2.51E-06,1,1,Micu1,0.000964011
Ccdc117,-336.2034496,-336.2034478,-1.75E-06,1,1,Serp2,0.000964008
Ccdc47,-594.1586477,-594.1586425,-5.26E-06,1,1,Cox10,1.680965375
Ptdss2,-456.1481482,-456.148146,-2.20E-06,1,1,Mecp2,0.502565981
Mbd1,-258.3161713,-258.9830285,0.666857196,0.414149482,1,Det1,1.26866226
Lca5l,-72.98613643,-73.51570564,0.529569213,0.466788027,1,Pcbd1,0.000964009
Spag7,-383.8555469,-384.5870157,0.731468862,0.392407487,1,Unc5d,0.726604889
Cyp51,-437.4733602,-437.4736986,0.000338434,0.985322478,1,Nudt4,0.572930026
Anp32b,-496.5030216,-496.5820653,0.079043644,0.778597641,1,Asphd2,0.000964006
Fam98b,-572.2186253,-572.218622,-3.32E-06,1,1,Tomm5,1.351751163
Adam19,-191.2361757,-191.2361782,2.55E-06,0.998725868,1,Ccdc101,0.000964009
Spry2,-453.2003737,-453.5045142,0.304140516,0.581298257,1,Sgcb,0.000964004
Ccdc58,-279.3735844,-280.5981625,1.22457809,0.268464068,1,Hid1,0.000964009
Vipas39,-442.8621383,-442.8625786,0.000440317,0.98325864,1,Col4a6,0.555940308
Dnm3,-652.687271,-652.6872698,-1.29E-06,1,1,Slc38a1,0.021003939
Cd36,-97.3690036,-97.69736265,0.328359046,0.566626943,1,1110004E09Rik,0.452229089
Hpca,-391.7061356,-392.1158113,0.409675731,0.522134137,1,Pcbp2,0.00096401
Dhx30,-487.2234326,-487.2237936,0.000361035,0.984840365,1,Cmip,0.000964009
Gkap1,-354.3507525,-354.4314846,0.080732089,0.776307747,1,Nudc,0.000964011
Cdv3,-569.5412555,-569.5412536,-1.87E-06,1,1,1810055G02Rik,0.000964005
Golgb1,-480.6456543,-480.6456836,2.93E-05,0.995678163,1,Phax,0.185844566
Srsf2,-687.1170197,-687.1943534,0.077333694,0.780943761,1,Smpd1,0.07508335
Cspg5,-758.5605494,-758.5605455,-3.88E-06,1,1,Mkks,0.20934818
Atf2,-610.1179904,-610.1763888,0.058398423,0.809045442,1,Epha1,0.000964009
Psmb2,-480.3802515,-480.6836955,0.30344406,0.581731317,1,Bace1,0.00096401
Pafah1b1,-817.100158,-817.50419,0.404031956,0.525014299,1,Sart1,0.057603309
Rad21,-675.0642119,-677.0987846,2.034572709,0.153757389,1,Ablim1,0.000964009
A730098P11Rik,-720.9116911,-720.9116879,-3.17E-06,1,1,Kcnk13,0.000964009
Acadm,-463.3932762,-463.872685,0.479408787,0.488690234,1,Wsb1,0.000964009
Ftsjd1,-210.250987,-210.3194863,0.06849923,0.793534564,1,Slc25a46,0.00096401
Dync2h1,-352.3113083,-352.3320587,0.0207504,0.885460994,1,Tcn2,0.188695112
Wdfy1,-309.6962181,-309.6962221,3.98E-06,0.998407545,1,Sema6a,0.000964009
Mapk8ip1,-744.3836284,-744.3838282,0.000199784,0.988722673,1,Ube4b,0.000964011
Ssr1,-640.6463951,-640.646388,-7.17E-06,1,1,Son,0.00096401
Dak,-197.6785318,-197.7317394,0.053207579,0.817572984,1,Fam210a,0.000964011
Ogdh,-610.0550344,-610.4783487,0.42331424,0.515287918,1,Btbd10,0.000964008
St7l,-345.0066809,-345.0066729,-8.03E-06,1,1,Ipmk,0.000964011
Stam2,-398.0926657,-398.1509491,0.05828344,0.809229897,1,Dvl2,0.00096401
Cryab,-621.3168758,-622.8506478,1.533771984,0.215547219,1,Dohh,0.163771504
Zfyve28,-288.1433277,-288.1433266,-1.01E-06,1,1,Naa30,0.000964007
Dtna,-457.1327671,-457.1327582,-8.85E-06,1,1,Ranbp1,0.000964009
Srprb,-446.4903239,-446.4903212,-2.68E-06,1,1,Isca1,0.000964011
Fam126a,-525.4701276,-526.3557786,0.885651007,0.346658571,1,Ivns1abp,0.000964008
Lrig2,-382.4148829,-382.4148811,-1.73E-06,1,1,Pcmtd2,1.634558381
Psat1,-670.5001913,-672.6736798,2.173488517,0.140407405,1,Ank3,0.632185642
Tbc1d8,-323.9053526,-323.9233559,0.018003282,0.893263158,1,Exoc3,0.798651133
Zdhhc14,-429.6495278,-429.9255071,0.275979301,0.599348718,1,Rpa1,0.00096401
Nkrf,-413.8819732,-413.8819716,-1.67E-06,1,1,Tubb2a,0.26886583
Tuba8,-319.4521997,-319.4521982,-1.45E-06,1,1,Zcchc18,0.24706025
Noa1,-229.8769264,-229.8773347,0.000408311,0.983878476,1,Flot2,0.000964011
Tnfrsf21,-446.148749,-446.2652542,0.116505234,0.732856196,1,Ramp2,0.000964007
Gbp7,-228.9322411,-230.2856303,1.3533892,0.244686485,1,Vapb,0.000964008
Ltn1,-479.2149483,-479.2149479,-3.49E-07,1,1,Zfp598,0.000964011
Med28,-471.5664033,-471.6830235,0.116620242,0.732729417,1,Srsf11,0.000964011
Kpna6,-526.50045,-526.5041953,0.003745289,0.951200909,1,Ilf3,1.198695077
Epb4.1l4a,-293.0532814,-293.0571915,0.00391011,0.950140079,1,Tpt1,0.567839357
Stip1,-592.7703676,-592.7710951,0.000727522,0.978481575,1,Siae,0.231398854
Abcb10,-374.4328507,-374.4328486,-2.07E-06,1,1,Nalcn,0.263400972
Chadl,-197.717956,-197.7179553,-6.72E-07,1,1,Ola1,0.251932777
Brsk2,-385.6849586,-386.7744552,1.089496647,0.296582762,1,Efhd2,0.000964008
Polr2g,-496.7434773,-496.965055,0.221577653,0.637840446,1,Mob4,0.25620079
Lrp12,-446.6535464,-447.0936449,0.440098537,0.5070749,1,Usp46,0.000964011
Nrcam,-692.6155593,-692.6413021,0.025742774,0.872530112,1,Capns1,0.000964009
Gnb5,-699.609146,-700.0989432,0.48979721,0.484017778,1,Gm2382,0.00096401
Elovl5,-712.6633502,-713.3562864,0.69293616,0.405167476,1,Smad7,0.221922719
Slc30a9,-647.1084007,-647.449282,0.340881308,0.559320956,1,2900052N01Rik,0.00096401
Dzip1,-436.0505616,-436.2720248,0.221463159,0.637927319,1,Nefh,0.000964008
Snapc2,-324.1271459,-324.5385352,0.411389287,0.521265199,1,Fbxo34,0.000964009
Lin7b,-243.0235153,-243.1053177,0.08180239,0.774869566,1,Slc7a5,0.000964011
Itm2a,-760.025168,-765.0441608,5.018992818,0.025070748,1,2810029C07Rik,1.428040399
Cbr3,-252.0694365,-252.2503789,0.180942428,0.670564581,1,Ehd1,0.000964007
Whsc1,-560.9739251,-561.0189354,0.045010275,0.831985137,1,Arfgef1,0.182490559
Map4,-790.5245416,-790.5245345,-7.07E-06,1,1,4833420G17Rik,0.00096401
2610507B11Rik,-628.2145224,-628.214527,4.57E-06,0.998294531,1,Ghitm,0.217748163
Ier5,-571.9243543,-571.9243594,5.18E-06,0.998183549,1,Rnf20,0.1431977
Snx18,-550.7069862,-550.7140855,0.007099282,0.932851911,1,Crlf3,0.000964007
Arpc2,-680.8886326,-680.9084594,0.019826708,0.888022142,1,Snrpc,0.00096401
Pcdhb11,-76.59855753,-76.69961784,0.101060311,0.750560911,1,Apba1,0.000964008
