,Dynamic_model_log_likelihood,Constant_model_log_likelihood,log_likelihood_ratio,lengthscale,,pval,q value,BIC_periodic,BIC_linear,BIC_rbf
Asb1,-297.4000824,-297.4635151,0.063432703,0.002054513,,0.801150439,1,617.169757,611.609075,617.0428913
Top3b,-313.9800104,-314.0069947,0.026984319,0.012916179,,0.86951935,1,650.2567161,644.696036,650.2027473
Arid4a,-432.3763516,-433.4679277,1.091576162,1.181220094,,0.296122246,1,889.1785803,883.617898,886.9954297
Xk,-227.202176,-227.2303768,0.028200869,0.825331242,,0.866637449,1,476.70348,471.142799,476.6470785
Ccdc17,-62.18427525,-62.18428478,9.53E-06,2.790321594,,0.997536621,1,146.6112747,141.050594,146.611277
Atg2a,-312.3168004,-312.316801,5.75E-07,1.42E-05,,0.999395182,1,646.8763256,641.315643,646.8763273
4930570G19Rik,-203.6716768,-203.671676,-8.40E-07,1.86E-05,,1,1,429.5860771,424.025395,429.5860801
Gripap1,-410.615884,-410.726884,0.111000065,0.637289808,,0.739008436,1,843.6966306,838.135949,843.4744945
Abhd13,-445.7980537,-445.9701646,0.17211085,0.420819803,,0.678242602,1,914.1831016,908.622421,913.8388339
Zscan18,-244.050297,-244.0561261,0.005829063,0.606875622,,0.939142,1,510.3549791,504.794297,510.3433205
Rtn4rl1,-291.1598731,-292.0180247,0.858151589,0.929554344,,0.354256474,1,606.2787757,600.718094,604.5624727
Sh3yl1,-165.5897232,-165.6766241,0.086900818,0.060696194,,0.768154729,1,353.5959755,348.035294,353.4221729
Nmt2,-177.1961064,-177.4335785,0.237472035,1.428643697,,0.626037936,1,377.1098835,371.549213,376.6349393
Ndufaf3,-377.2486571,-377.3755605,0.126903425,1.25E-05,,0.721664531,1,776.9938627,771.433182,776.7400407
Zbtb21,-335.5933221,-336.5665145,0.973192465,4.062159395,,0.323885276,1,695.3757508,689.81508,693.4293707
Kctd4,-296.2575885,-301.5349999,5.277411411,2.251735134,,0.021603844,0.351600788,625.3127251,619.752044,614.7579035
Bivm,-329.7050075,-329.7275795,0.022571938,0.001924778,,0.880575581,1,681.6978603,676.137185,681.6527415
Rnf122,-204.5070788,-204.6742024,0.167123598,1.035050348,,0.682680912,1,431.5911298,426.030446,431.2568841
Sorcs1,-187.2438203,-190.5422444,3.29842416,1.39754653,,0.06934638,0.788987645,403.3272153,397.766536,396.7303671
Nipsnap1,-408.0575236,-408.0575248,1.23E-06,0.000784584,,0.999116351,1,838.3577775,832.797096,838.3577737
Vamp5,-96.95824778,-97.02613425,0.067886472,3.018405955,,0.794439302,1,216.2949952,211.043059,216.1592221
Sra1,-354.7836257,-354.7836248,-9.15E-07,0.012508671,,1,1,731.8099753,726.249293,731.8099779
Nom1,-202.7828834,-202.803487,0.020603567,1.484540996,,0.885864176,1,427.849701,422.28902,427.8084933
Gm14057,-267.3857573,-267.392628,0.006870673,0.600756484,,0.933939386,1,557.0279855,551.467304,557.0142411
Sigmar1,-323.4948316,-323.5232971,0.028465514,0.003840509,,0.866019042,1,669.2893211,663.728645,669.2323897
Zfp516,-356.3964437,-356.5697333,0.173289548,2.826796702,,0.677204678,1,735.3821903,729.821507,735.0356139
Klc4,-246.1971415,-246.7990584,0.601916951,1.662591777,,0.437847556,1,515.8408445,510.280162,514.6370095
Slc47a1,-104.3729772,-105.0877418,0.714764527,1.588092514,,0.397866628,1,232.4181073,226.85776,230.9886809
Cobll1,-325.9259324,-326.3362501,0.410317715,0.792272153,,0.52180829,1,674.9152285,669.354548,674.0945913
Papolg,-250.1495901,-250.2518587,0.102268517,0.024428688,,0.749124123,1,522.7464402,517.185759,522.5419067
Mob1a,-52.48007556,-52.48007554,-1.88E-08,0.080917107,,1,1,127.2028776,121.642196,127.2028776
Elovl2,-370.2914004,-370.4455888,0.154188356,0.837302033,,0.694564522,1,763.1339054,757.573224,762.8255273
Car15,-144.561812,-144.5618118,-2.11E-07,0.001987375,,1,1,311.36635,305.805669,311.3663505
Pycr2,-235.746753,-235.7978132,0.051060211,0.474501865,,0.821228591,1,493.8383544,488.277671,493.7362325
Hif3a,-104.9547178,-104.9547176,-1.52E-07,0.66145179,,1,1,232.1521619,226.59148,232.1521621
Mob1b,-156.4059246,-156.9226073,0.516682615,2.665120797,,0.472260225,1,336.0879499,330.527258,335.0545757
Zc3hc1,-322.9991279,-323.1531579,0.154030039,3.024168041,,0.694713478,1,668.5490143,662.988333,668.2409823
Meis1,-375.0584562,-379.2973927,4.23893652,3.041536657,,0.039506907,0.535614167,780.8375076,775.276828,772.3596389
Bmp2,-206.6039034,-206.6039001,-3.27E-06,0.007712516,,1,1,435.4505267,429.889845,435.4505333
Zbtb40,-219.5266474,-219.5350428,0.008395385,0.000215773,,0.926994928,1,461.3128184,455.752137,461.2960213
Sstr3,-168.5209247,-171.0076796,2.486754938,2.03245014,,0.114808224,1,364.2580861,358.697408,359.2845759
Pcdhb15,-105.6662492,-105.6662489,-2.87E-07,3.216046805,,1,1,233.5752246,228.014543,233.5752249
Osbpl7,-108.7536603,-108.7536595,-7.97E-07,0.004775606,,1,1,239.7500463,234.189364,239.7500471
Cpeb3,-347.8859464,-348.0778042,0.191857751,0.757372359,,0.661374905,1,718.3983359,712.837654,718.0146193
Scaf8,-426.8145263,-426.8231854,0.008659038,0.057961551,,0.925860699,1,875.8891803,870.328499,875.8717791
Vars2,-211.9206362,-212.1114044,0.190768232,1.173648616,,0.662277993,1,446.4655356,440.904854,446.0839989
Ttpa,-244.7153026,-244.7153027,9.56E-08,0.000193824,,0.999753256,1,511.6733324,506.112651,511.6733317
Npl,-108.5735608,-108.5735599,-8.98E-07,0.000515142,,1,1,239.3898463,233.829165,239.3898481
Rnd3,-540.4651152,-546.6266802,6.161565032,3.556040734,,0.013055565,0.254625033,1115.496087,1109.93541,1103.172957
Daglb,-379.2670773,-380.6274499,1.360372552,1.042598086,,0.243472926,1,783.4976246,777.936944,780.7768811
Zfp398,-103.5715021,-103.5714948,-7.27E-06,0.002102072,,1,1,229.3857162,223.953815,229.3857307
Zfp90,-230.3345862,-230.4455997,0.111013495,0.927637037,,0.738993223,1,483.1339259,477.573245,482.9118989
Coa4,-79.96904649,-79.96877093,-0.000275556,0.217596102,,1,1,182.1802766,176.619587,182.1808195
Sag,-84.16511138,-84.76377651,0.598665135,3.804242675,,0.439087791,1,191.7702795,186.209598,190.5729493
Triobp,-215.1606313,-215.4696072,0.308975979,1.706627103,,0.578309246,1,453.1819414,447.62126,452.5639891
Apip,-292.5704998,-292.5711305,0.00063073,0.248585523,,0.979963765,1,607.3850069,601.824325,607.3837261
Kcnq5,-359.0038456,-359.0038437,-1.83E-06,0.002598927,,1,1,740.250411,734.689731,740.2504177
Ninj1,-357.5640991,-357.7344035,0.170304336,1.951849964,,0.679841477,1,737.7115331,732.150852,737.3709247
Zkscan16,-43.31217206,-43.31217009,-1.97E-06,1.060312549,,1,1,108.8670667,103.306385,108.8670706
Flrt1,-190.2780971,-190.2785665,0.000469435,0.2389488,,0.982714021,1,402.7998572,397.239176,402.7989207
A330041J22Rik,-93.39149364,-93.43484242,0.043348777,0.17595942,,0.835069927,1,209.1124115,203.55173,209.0257138
Hibch,-143.1318332,-143.131782,-5.12E-05,0.02440694,,1,1,308.5062901,302.945614,308.5063929
Prmt7,-262.6776304,-262.6776357,5.32E-06,0.780246658,,0.99815983,1,547.5979994,542.037317,547.5979873
Ccdc53,-206.6851354,-207.5169705,0.831835127,0.964443411,,0.361742419,1,437.276673,431.715992,435.6129973
Clec16a,-321.7819454,-321.7819445,-9.61E-07,2.859718379,,1,1,665.8066155,660.245934,665.8066173
Airn,-35.30314673,-35.30314678,5.13E-08,9.380282516,,0.99981937,1,92.84902013,87.2883385,92.84901998
Cog6,-415.7612895,-416.0340405,0.272751073,0.171633363,,0.601492271,1,854.3108086,848.750139,853.7653055
St6galnac6,-474.4610345,-474.4610333,-1.22E-06,0.465174391,,1,1,971.1647867,965.604111,971.1647955
1110038B12Rik,-384.6189954,-384.6217796,0.002784219,0.038780321,,0.95791859,1,791.4862901,785.925603,791.4807173
2410089E03Rik,-429.8381545,-429.840957,0.00280257,0.507481741,,0.957780268,1,881.9246397,876.363959,881.9190355
Itih3,-204.3363387,-204.3363388,6.37E-08,0.102034202,,0.999798555,1,430.9154037,425.354722,430.9154039
Abcb1a,-280.3784762,-283.4894469,3.110970794,2.297137693,,0.077766596,0.847787119,589.2216204,583.660939,582.9996789
Slc30a6,-198.3363543,-198.3363533,-1.01E-06,0.114467262,,1,1,418.9154342,413.354752,418.9154351
Creld2,-321.4481626,-323.78054,2.332377364,1.676468704,,0.126708232,1,669.8038118,664.243132,665.1390517
Izumo4,-257.7540596,-258.3818156,0.627756024,1.038745313,,0.428179616,1,539.0063568,533.445676,537.7508457
Zswim4,-157.8321868,-157.8321888,1.95E-06,0.021744639,,0.998885689,1,337.9071001,332.346418,337.9071001
Pex7,-421.9419862,-422.0704934,0.128507136,0.904060506,,0.71998494,1,866.3837135,860.823029,866.1266989
Zbtb6,-340.7193655,-340.7193644,-1.08E-06,0.046466477,,1,1,703.6814553,698.120774,703.6814575
Herpud2,-508.4401462,-508.5520771,0.111930866,0.000111015,,0.737956491,1,1039.346968,1033.78631,1039.123019
Fam210b,-411.4665511,-412.1749121,0.708361074,1.686202015,,0.399988433,1,846.592549,841.031867,845.1758287
Gabrg1,-286.800304,-286.800304,3.61E-08,4.17E-05,,0.999848475,1,595.8433343,590.282653,595.8433345
C1qa,-475.1354432,-475.2651462,0.129703003,1.813745296,,0.718740175,1,972.7730195,967.212343,972.5136129
Cecr5,-87.66955491,-87.86722114,0.197666238,2.919684593,,0.656611223,1,197.9771686,192.416487,197.5818363
Gltp,-373.5747529,-373.6488782,0.07412537,0.738446148,,0.785422304,1,769.5404506,763.979769,769.3922323
Gpatch2,-127.8933681,-127.905799,0.012430897,0.06990253,,0.911224678,1,278.0543254,272.493644,278.0294627
Fbxo8,-369.8987437,-369.9554295,0.056685844,0.031849775,,0.811812926,1,762.153581,756.592899,762.0402139
Zfp869,-97.1598659,-97.15986491,-9.93E-07,0.004607094,,1,1,216.5624558,211.001775,216.5624583
Degs2,-294.7804926,-294.8176581,0.037165582,0.066911591,,0.847128314,1,611.8780422,606.31736,611.8037117
Spa17,-110.4959058,-110.4959059,1.38E-07,0.17140633,,0.999703399,1,243.2345367,237.673855,243.2345381
Ttll11,-194.7630758,-194.763075,-8.33E-07,0.008589561,,1,1,411.7688764,406.208195,411.7688781
BC018242,-429.4191978,-431.359005,1.939807157,1.774022322,,0.163689474,1,884.9607344,879.400064,881.0811221
Rhbdd1,-165.4791828,-165.4871657,0.007982829,0.521497186,,0.9288064,1,353.2170566,347.656375,353.2010921
Mettl21a,-172.9435125,-172.9504879,0.006975356,9.36E-05,,0.933439191,1,368.143703,362.583111,368.1297515
Hira,-314.3049762,-314.4062795,0.101303295,1.710443257,,0.7502712,1,651.0553412,645.494614,650.8526789
Tmod3,-352.3410493,-353.3971194,1.056070036,0.912147697,,0.304113233,1,729.0369668,723.476372,726.9248251
Tab1,-350.1464007,-350.1557157,0.009315083,1.53561677,,0.923111819,1,722.5540976,716.993416,722.5355279
Klf10,-316.077037,-316.7711214,0.694084405,0.859819593,,0.404778588,1,655.7849709,650.224289,654.3968005
Serpinb6a,-314.6416479,-314.794552,0.152904081,0.001293886,,0.69577542,1,651.8318351,646.271153,651.5260223
Proser1,-327.6408892,-327.6409054,1.61E-05,2.681016054,,0.996794716,1,677.5245376,671.963856,677.5245049
Zfp259,-348.3026131,-349.9398835,1.63727044,2.506106236,,0.200700386,1,722.1224935,716.561813,718.8479527
Ddx10,-254.9359574,-254.9359972,3.98E-05,0.799400368,,0.99496751,1,532.1147201,526.554042,532.1146413
Bmp1,-445.8214395,-445.8316817,0.010242128,0.250879757,,0.919389,1,913.9057641,908.345083,913.8856055
Colec12,-296.3422835,-298.1083347,1.766051137,1.889271446,,0.183871538,1,618.4593923,612.898711,614.9272935
Mapkapk3,-126.8282285,-126.8282283,-2.29E-07,5.87E-05,,1,1,275.8991831,270.338501,275.8991835
Wdr48,-302.4637469,-302.5397987,0.076051869,0.001083693,,0.782720861,1,627.322324,621.761642,627.1702203
Ctbs,-178.2245654,-178.3646097,0.140044211,1.089865778,,0.708237064,1,378.9719432,373.411262,378.6918573
Ppp1r1c,-51.18948932,-51.1888531,-0.000636222,0.305922042,,1,1,124.620435,119.059753,124.6217052
Gm3435,-273.9022524,-274.608371,0.706118583,1.399183644,,0.400735367,1,571.4594692,565.898788,570.0472313
Wdr78,-187.7024819,-187.7024816,-3.20E-07,0.000166143,,1,1,397.64769,392.087008,397.6476903
Syndig1l,-325.3099955,-329.8198301,4.509834651,1.422542132,,0.033700498,0.472857135,681.8823857,676.321704,672.8627175
Zwint,-132.4965448,-132.4965454,5.67E-07,4.17E-05,,0.999399211,1,287.2358173,284.520972,287.2358161
Palmd,-155.7245287,-155.801495,0.07696632,0.020012658,,0.781451449,1,333.8457154,328.285034,333.6917839
Trp53,-263.7972328,-263.7986525,0.001419657,1.06131512,,0.969944149,1,549.8400258,544.279344,549.8371921
Stom,-287.8764356,-289.7644877,1.888052053,2.235720705,,0.169421794,1,601.7717011,596.211019,597.9955977
Rcn3,-194.3961009,-203.1819947,8.785893729,2.287551599,,0.003035688,0.083070512,428.6067186,423.046035,411.0349283
Ube2cbp,-95.70197115,-95.71669972,0.014728578,1.292741274,,0.903404827,1,213.6761261,208.115444,213.6466688
Gm11517,-119.9770103,-119.9770099,-3.81E-07,9.21E-05,,1,1,262.1967467,256.636065,262.1967471
Acbd4,-310.746575,-311.3492607,0.602685705,1.161957834,,0.437555139,1,644.9413738,639.380693,643.7358765
Cpt2,-199.9292832,-200.608249,0.678965711,5.392067258,,0.409943105,1,423.459224,417.898542,422.1012929
Zfpm1,-191.974016,-191.9740152,-8.39E-07,0.032905433,,1,1,406.190757,400.630075,406.1907585
Zfp781,-160.7021013,-160.70211,8.71E-06,0.38356022,,0.997645677,1,343.6469481,338.086272,343.6469291
Ikbkap,-174.2785885,-174.2812906,0.002702139,0.833377153,,0.958542957,1,370.8053086,368.631571,370.7999035
Spryd4,-157.5109605,-157.6031402,0.092179736,0.004127611,,0.761424149,1,337.4490068,331.888325,337.2646475
Cthrc1,-368.6137125,-368.6179148,0.00420232,0.002432811,,0.948313097,1,759.4785553,753.917876,759.4701515
Pllp,-364.2275331,-364.2962842,0.068751124,0.000330927,,0.793163896,1,750.8352973,745.274616,750.6977927
Pias3,-276.2574418,-276.2963141,0.038872306,0.140099371,,0.843701854,1,574.8353505,569.274667,574.7576101
Grb10,-406.1319635,-407.4560172,1.324053666,0.788505372,,0.249865838,1,837.1547447,831.594063,834.5066535
Orai1,-208.4335602,-208.4382759,0.004715661,2.458358979,,0.945251765,1,439.1192784,433.558597,439.1098469
Ap4e1,-232.3196161,-233.0888522,0.769236019,1.152029812,,0.3804535,1,488.4204317,482.859749,486.8819587
Smoc1,-420.8509561,-420.9348344,0.083878304,2.560865216,,0.772108867,1,864.112395,858.551718,863.9446387
Glce,-364.8497155,-364.9710727,0.121357157,0.805203803,,0.727567179,1,752.1848856,746.624192,751.9421575
Snap23,-305.4705538,-305.4733088,0.002755045,0.883589625,,0.958139441,1,633.1893445,627.628663,633.1838341
Mri1,-74.04992279,-74.05153901,0.001616225,1.777629475,,0.96793184,1,170.3458047,164.785123,170.3425721
Meaf6,-309.691346,-309.6914034,5.74E-05,4.648393165,,0.993954694,1,641.6253834,636.064853,641.6254185
Parn,-277.7624547,-277.7694471,0.006992349,0.057709576,,0.933358355,1,577.7816215,572.22094,577.7676359
Dync2li1,-351.5337446,-351.5337433,-1.29E-06,0.000107135,,1,1,725.3102122,719.749532,725.3102157
Fuz,-126.5515336,-126.5916818,0.040148202,2.561404719,,0.841191093,1,275.4260904,269.865409,275.3457937
Klhl17,-347.3897325,-347.3897323,-2.39E-07,0.030566092,,1,1,717.0221897,711.461508,717.0221915
Gramd1c,-85.66804118,-85.72206629,0.054025116,1.048126358,,0.816201693,1,193.6868593,188.126178,193.5788089
Rassf4,-289.3556844,-289.3696184,0.013933972,0.001046989,,0.906034183,1,600.9819622,595.421281,600.9540953
Atf5,-512.0741368,-566.7042572,54.63012043,1.693451696,,1.45E-13,6.17E-11,1155.651621,1150.09056,1046.391
Phf21b,-215.9108941,-216.0246939,0.113799823,0.143751187,,0.735858881,1,454.2921148,448.731433,454.0645147
Wdr61,-439.7647482,-440.5061059,0.741357734,4.862849187,,0.389226294,1,903.2550703,897.694475,901.7722229
Ythdf1,-508.3477655,-508.9489835,0.601217993,1.006570001,,0.438113684,1,1040.140697,1034.58001,1038.938258
Tagap1,-349.6449179,-349.6449126,-5.23E-06,0.055498924,,1,1,721.5325501,715.97187,721.5325623
Sod3,-254.4654781,-254.4654768,-1.23E-06,0.000410791,,1,1,531.1736802,525.612999,531.1736827
Sh3rf1,-304.7908855,-305.2299224,0.439036956,0.985680365,,0.507587642,1,632.7025718,627.141889,631.8244975
Rest,-92.18383277,-92.18383209,-6.81E-07,0.027799268,,1,1,206.6103913,201.04971,206.6103921
Bcl7a,-450.0400675,-450.2594169,0.219349356,1.706952128,,0.639536124,1,922.7615535,917.200872,922.3228615
Col5a1,-149.7479852,-149.7620768,0.01409165,1.450987601,,0.905506495,1,321.7668865,316.206199,321.7386969
Rcc1,-186.4904205,-186.5725689,0.082148393,0.052348269,,0.774406815,1,395.3878643,389.827182,395.2235675
Bbs12,-73.24540688,-73.2816513,0.036244416,0.108222243,,0.849011634,1,168.8060296,163.245348,168.7335403
E130102H24Rik,-82.34500253,-82.34500245,-8.01E-08,0.007839168,,1,1,186.9327314,181.37205,186.9327316
Gng5,-536.4648111,-538.3139955,1.849184412,1.375645537,,0.173878282,1,1098.870557,1093.30987,1095.172349
Pfn1,-320.6225368,-320.8971654,0.274628606,0.829632252,,0.600243629,1,664.0370571,658.476375,663.4878001
Myo18a,-336.3191413,-336.5323902,0.213248941,0.618711604,,0.644232748,1,695.3075068,689.746829,694.8810091
Zfp677,-63.36536451,-63.36536412,-3.96E-07,1.648617626,,1,1,148.9734549,143.412773,148.9734555
Csrnp3,-457.7208455,-457.9521028,0.231257297,1.47314682,,0.630593125,1,938.1469663,932.586296,937.6844175
Cars2,-237.3466535,-237.3994658,0.052812338,0.772314963,,0.818239919,1,497.0416578,491.480978,496.9360335
Wapal,-284.5661239,-284.5661225,-1.41E-06,0.012905096,,1,1,591.3749716,585.81429,591.3749743
Jagn1,-451.8070828,-451.8998265,0.092743713,0.763115126,,0.760717647,1,926.0423918,920.48171,925.8568921
Setmar,-163.6816621,-163.7309196,0.049257567,0.000964848,,0.824360235,1,349.7045661,344.143885,349.6060507
1810058I24Rik,-349.0376228,-349.0376222,-5.57E-07,1.20E-06,,1,1,720.3179713,714.75729,720.3179721
Slc25a35,-122.1238791,-124.8379153,2.714036168,3.02353291,,0.099469035,0.976874017,271.9185557,266.357874,266.4904847
Cbwd1,-158.2950492,-158.3488365,0.053787342,1.865101256,,0.816599387,1,338.9403992,333.379718,338.8328249
Xrcc5,-202.9139922,-202.9231529,0.009160655,0.609998043,,0.923749857,1,428.0890348,422.528353,428.0707109
Mphosph6,-200.143608,-200.143609,9.95E-07,0.000540779,,0.999203947,1,422.5299411,416.969263,422.5299425
Bcl6,-452.7280162,-452.7281283,0.000112045,0.00010297,,0.991554443,1,927.6989887,922.138301,927.6987589
Gas7,-568.0202142,-568.2905967,0.27038247,0.889807129,,0.603075323,1,1158.823844,1153.26314,1158.283155
Sec24a,-358.2703727,-358.2704364,6.37E-05,0.203664137,,0.99363236,1,738.7835967,733.222915,738.7834719
Kcnk2,-271.5570026,-271.5692682,0.01226558,0.768252606,,0.911814532,1,565.3812658,559.82058,565.3567317
Zfp2,-155.9629154,-156.8993703,0.936454901,1.725660955,,0.333191221,1,336.0414673,330.480786,334.1685573
Fam3a,-370.066161,-370.5499663,0.48380536,0.638331405,,0.486703682,1,763.3426566,757.781976,762.3750485
Chrnb2,-307.9529077,-308.6141361,0.661228481,0.89608039,,0.416126578,1,639.4709988,633.91032,638.1485419
Mettl4,-53.30165185,-53.30165165,-2.03E-07,0.034876485,,1,1,128.8460298,123.285348,128.8460302
Prpf18,-373.7708861,-373.8944786,0.123592537,0.748431249,,0.725170291,1,770.031689,764.471003,769.7844987
Inhbb,-115.5309935,-115.5309933,-1.91E-07,0.000669388,,1,1,253.304715,247.744032,253.3047135
Fam64a,-44.79454353,-44.79454322,-3.11E-07,0.039428611,,1,1,111.831813,106.271131,111.8318136
9130023H24Rik,-81.72473016,-82.46049788,0.735767715,2.49104192,,0.391020012,1,187.0733468,181.603014,185.6921868
Csrp2bp,-315.1005414,-316.3858065,1.285265064,0.846152687,,0.256922376,1,655.0143356,649.453654,652.4438093
Ubl4,-214.096695,-215.4875559,1.390860845,2.049232388,,0.238259777,1,453.2178402,447.657156,450.4361165
9430008C03Rik,-94.06729302,-94.07101287,0.003719855,1.109719576,,0.951366684,1,210.3847513,204.824071,210.3773126
Ctxn3,-529.9243689,-538.3345966,8.410227721,1.099810639,,0.003731159,0.097952818,1098.911919,1093.35124,1082.091464
Prox1,-30.596247,-30.63773318,0.041486181,0.191973,,0.838602347,1,83.51819854,77.9575159,83.43522052
Haus3,-140.245753,-140.2933682,0.047615116,0.840743749,,0.827266365,1,302.829462,297.26878,302.7342325
St3gal1,-274.4061136,-274.4061102,-3.39E-06,2.126389372,,1,1,571.0549474,565.494266,571.0549537
Maoa,-442.7040937,-442.8169461,0.112852378,0.717204822,,0.736919823,1,907.8765642,902.315974,907.6509139
Tbc1d30,-423.6640645,-424.402629,0.7385645,1.612985875,,0.390121108,1,871.0479872,865.487305,869.5708555
Enox2,-282.9655012,-282.9654988,-2.40E-06,8.08E-05,,1,1,588.1737234,582.613042,588.1737289
Snhg6,-308.7302861,-309.4494776,0.719191583,0.679196826,,0.396409213,1,641.141672,635.580999,639.7032987
Aldh9a1,-242.2014603,-242.2521161,0.05065581,0.681842156,,0.82192602,1,506.7469582,501.186277,506.6456471
Atpaf2,-144.1475095,-144.6316674,0.484157888,2.876497737,,0.486544976,1,311.5060612,305.945381,310.5377455
Sfxn2,-159.1283384,-159.3028446,0.174506139,1.191601142,,0.676137721,1,340.8484159,335.287734,340.4994033
Fchsd1,-127.640582,-127.9217205,0.281138524,1.608278745,,0.595955957,1,278.0861664,273.614842,277.5238905
Ntn1,-268.6161816,-272.2782186,3.662036965,1.48206724,,0.055665538,0.691006045,566.7991749,561.238495,559.4750897
Nipa2,-244.030824,-244.0334926,0.002668586,1.101545921,,0.958800917,1,510.3097126,504.74903,510.3043745
Mynn,-247.1114013,-247.1515466,0.040145257,1.345242382,,0.84119684,1,516.5458222,510.985141,516.4655291
Oaf,-337.6276397,-341.1157108,3.488071103,1.780732835,,0.061812568,0.731850957,704.4741481,698.913466,697.4980059
Gm3500,-134.4951945,-134.7396124,0.244417878,1.261243401,,0.621033341,1,291.7219551,286.16127,291.2331155
Tmem106c,-340.4928224,-341.4337367,0.940914274,1.350936844,,0.332042825,1,705.1102041,699.549523,703.2283713
Nme7,-356.6853802,-356.6854412,6.10E-05,0.659553946,,0.993766712,1,735.6136113,730.052927,735.6134869
Dcxr,-140.6347237,-140.6347224,-1.40E-06,0.000494409,,1,1,303.5121712,297.95149,303.5121739
Twistnb,-242.6650881,-243.031763,0.366674972,2.555355061,,0.544822296,1,508.3062587,502.745577,507.5729027
Rom1,-145.6727386,-145.6737087,0.000970097,1.029181107,,0.975152803,1,313.5901485,308.029467,313.5882037
Ccl28,-70.85632094,-70.86050124,0.004180299,1.110075899,,0.948448506,1,163.9637293,158.403048,163.9553684
Mcur1,-404.7786171,-404.9675661,0.188949031,3.388791456,,0.663792773,1,832.1778572,826.617178,831.7999607
Csf1,-290.5345634,-290.5516268,0.017063403,1.922435227,,0.896070413,1,603.3459758,597.785301,603.3118533
Ak8,-35.47763536,-35.47763528,-7.42E-08,0.003686784,,1,1,93.19799709,87.6373155,93.19799724
Pcdh8,-421.7432119,-421.8341554,0.090943515,0.000276469,,0.762981081,1,865.9111664,860.350486,865.7291503
2810008D09Rik,-361.6016909,-361.6016878,-3.06E-06,9.91E-05,,1,1,745.4461029,739.885422,745.4461083
Cnppd1,-259.8342203,-259.8369834,0.002763122,0.00865974,,0.958078182,1,541.9166917,536.35601,541.9111671
Rhbdl1,-378.2707001,-379.1213079,0.850607776,1.86829312,,0.356380458,1,780.485417,774.924735,778.7841267
Tie1,-137.4024346,-137.4024343,-2.18E-07,0.096566549,,1,1,297.0475952,291.486914,297.0475957
Acpl2,-303.0825915,-303.2203661,0.137774587,0.004169152,,0.710503474,1,628.6834059,623.122724,628.4079095
Smco4,-129.661138,-129.6611374,-6.21E-07,0.001865441,,1,1,281.5650013,277.642922,281.5650025
Ankdd1b,-316.3262564,-316.7889991,0.462742697,0.700608956,,0.496344952,1,655.8207316,650.260045,654.8952393
Pag1,-385.5861683,-386.7318869,1.145718647,3.82100837,,0.284447184,1,795.7064996,790.145818,793.4150631
Plscr2,-204.8956649,-208.8016898,3.906024971,2.205244923,,0.048113271,0.627669085,439.846109,434.285426,432.0340563
Map3k9,-313.3217373,-313.5736392,0.251901857,1.314889979,,0.615739094,1,649.3900049,643.829323,648.8862011
Rb1,-407.9060486,-407.9060474,-1.27E-06,0.011139063,,1,1,838.0548209,832.494139,838.0548237
Sun2,-416.4997705,-416.4997687,-1.78E-06,0.023764703,,1,1,855.2422603,849.681582,855.2422675
Prr16,-52.68184415,-52.71691919,0.03507504,2.503538188,,0.851438504,1,127.6765649,122.115883,127.6064148
Eya1,-279.1993793,-279.2760782,0.07669889,1.080343008,,0.781821844,1,580.7948838,575.234202,580.6414851
Atp2a3,-61.77397154,-61.77397141,-1.30E-07,4.436672092,,1,1,145.7906689,140.229988,145.7906696
Hck,-48.30934704,-48.30934657,-4.67E-07,4.188167501,,1,1,118.8614197,113.300738,118.8614206
Itgb2,-107.4540064,-107.4540056,-7.13E-07,0.0460303,,1,1,237.1507377,231.590056,237.1507393
Tmem108,-282.4646185,-282.4646303,1.18E-05,1.635180984,,0.9972584,1,587.1719875,581.611306,587.1719635
Gpr37,-402.4537104,-402.6272108,0.173500408,2.744489779,,0.677019439,1,827.4971462,821.936463,827.1501473
Ankfy1,-364.2483173,-364.6688357,0.420518428,1.069249756,,0.516678472,1,751.5803976,746.019727,750.7393611
Trappc6a,-284.4988252,-284.4998044,0.000979176,0.632013911,,0.975036835,1,591.2423357,585.681655,591.2403769
Twf2,-310.3620522,-310.4684102,0.106358065,0.002713925,,0.744329145,1,643.1795499,637.618865,642.9668309
D6Wsu163e,-309.8322288,-310.2889575,0.456728757,1.971041681,,0.499156774,1,642.8206431,637.259962,641.9071841
Ppie,-148.0593315,-148.082448,0.023116489,0.773501772,,0.879154538,1,318.4032739,312.846943,318.3613895
Arhgap29,-313.2903185,-316.4829156,3.192597043,0.994736873,,0.073972407,0.822106207,655.2085583,649.64793,648.8233635
Htr2c,-19.98005939,-19.97988746,-0.000171929,0.558744812,,1,1,62.20250166,56.6418203,62.2028453
F11r,-157.8022485,-157.9389782,0.136729707,0.998002692,,0.711554017,1,338.1206839,332.560002,337.8472235
Prim2,-203.9037966,-204.4895777,0.585781144,0.529862514,,0.444055177,1,431.2218818,425.661204,430.0503197
Tubgcp6,-232.9815094,-232.9815093,-1.25E-07,3.642557878,,1,1,488.2057448,482.645063,488.2057453
Fbn1,-88.14022492,-88.19060165,0.050376724,1.752645467,,0.822409037,1,198.6239283,193.063247,198.5231764
Amdhd2,-185.2689271,-185.2802051,0.011278066,1.287123914,,0.915425068,1,392.8031372,387.242456,392.7805807
